,dd,hr,ts_c,par,td,lai,sai,dvi,photoperiod,o3_ppb_i,u_i,ustar,canopy_height,|,micro_u,PARsun,PARshade,o3_ppb,o3_nmol_m3,layer_height,LAI_flag,A_n,A_n_limit_factor,fst,fst_canopy,fst_acc,fst_acc_day,fst_acc_day_prev,rsto_l,rb_l,gsto_l,gsto_l_bulk,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_h,fO3_d,fO3_l,f_LS,f_LA,c_i,td_dd,td_dd_flag,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,pet,es,ei_acc,et_acc,pet_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves
36,72,12,5.98,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,26.616123206720207,13.625895700300765,0.900993302374372,1.0,|,2.4142495463320666,543.4689389659169,142.22114153982218,24.894053686118827,1085.2759337899192,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,17.770043076525905,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990102519354287,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,13.811036005645617,6.739632957563741,189.93713827584614,46.615218880449085,,,0.3420023800321365,3,,,,0,0
37,72,13,6.44,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,28.08765455202526,13.591659781455787,0.8987295001070997,1.0,|,2.408183592698066,561.8309183109819,147.45501709237323,26.266898663779322,1143.242157457277,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,17.792409407690116,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992057808041175,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,13.845824509438176,6.75660936299841,190.00678003523544,46.732637567805384,,,0.3293157313556528,3,,,,0,0
38,72,14,6.62,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,29.93046014662913,12.256458946501692,0.8104412116834804,1.0,|,2.1716114009720595,615.5841850258876,161.6544134394124,27.833602460297975,1210.652054898391,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.736501548172445,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995635957955828,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,15.354168520242892,7.4926645729339905,193.01169036254632,51.823623224633344,,,0.29484311989964934,3,,,,0,0
39,72,15,6.1,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,26.98932718545996,11.058201786927503,0.73120813232895,1.0,|,1.9593030237820535,723.7048801955368,186.8914133882555,24.950523787550047,1087.270367094607,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.725533382606724,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998509643898541,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,17.01793291098129,8.304563210868016,196.29348709028557,57.43918611275152,,,0.23691640630761468,3,,,,0,0
40,72,16,5.88,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,31.361855241991364,11.64021240729211,0.769692770872579,1.0,|,2.0624242355600564,939.5431517433688,233.95665673593416,29.079559680423127,1268.2007141912939,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.226071722193165,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999808108836192,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,16.167036265432223,7.889335050324615,194.61934225549635,54.56722680711394,,,0.15578500379699853,3,,,,0,0
41,72,17,5.58,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,31.57968968017678,9.277934006988712,0.6134904144307911,1.0,|,1.6438734348140454,1174.5519406730073,383.67629462701353,28.87909661579848,1260.813804510105,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,21.53502454937667,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999771471725,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,20.283366532276585,9.898058734724605,202.63672442163102,68.46072735947872,,,0.058409036615745015,3,,,,0,0
42,72,18,5.52,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,32.89043040464354,7.737317658964755,0.5116193124035379,1.0,|,1.3709055212840375,0.0,0.0,29.712640605885085,1297.4842617259078,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,23.581737301057103,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,24.322089956844938,11.8689111376565,210.3076328666851,82.09228811689707,,,0.0,3,,,,0,0
43,72,19,5.54,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,32.31412393428082,6.641768255925497,0.4391776398508245,1.0,|,1.176795004996032,0.0,0.0,28.872127143197467,1260.6904480460062,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,25.452424136139467,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,28.3339810837472,13.826669675826647,217.74305118796502,95.63328409494196,,,0.0,3,,,,0,0
44,72,20,5.48,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,29.142970970960167,4.416433531002006,0.2920304924781256,1.0,|,0.7825080187860215,0.0,0.0,25.205573273886024,1100.8287688928556,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,31.212974781138612,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,42.61079325772833,20.793596256669524,242.80722587439337,143.82059778619174,,,0.0,3,,,,0,0
45,72,21,4.39,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,27.47068380738411,4.347961693312053,0.28750288794358103,1.0,|,0.7703761115180211,0.0,0.0,23.72771748491033,1040.3547278341164,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,31.45778617671266,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,43.281829372023275,21.121054465435975,243.93459747674603,146.0854890899113,,,0.0,3,,,,0,0
46,72,22,4.49,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,27.72401271964637,3.2866482091177716,0.21732501765813994,1.0,|,0.582331548864016,0.0,0.0,23.362865033038833,1023.9886211556963,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,36.182152528726,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,57.25825344007247,27.941394969899683,266.46387690281915,193.25892827519522,,,0.0,3,,,,0,0
47,72,23,3.64,694.4442013129103,4.758333333333333,3,3.0,-1.001,12.771783880114013,27.812937415077933,2.2253347249234916,0.14714714737269893,1.0,|,0.3942869862100108,0.0,0.0,22.584464085716785,992.9113156953144,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,43.97170830199999,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,84.56603584995317,41.26729103246721,305.8070947669589,285.42857099105754,,,0.0,3,,,,0,0
48,73,0,0.97,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,27.23949343754354,1.9514473741636769,0.1290367292345206,1.0,|,0.3457593571380094,0.0,0.0,21.828846692762276,969.0387275511413,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,46.956161622239556,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,96.43495316222732,47.0591915282521,321.23452583750566,325.4887213055919,,,0.0,3,,,,0,0
49,73,1,1.81,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,26.06041107707576,4.38219761215703,0.28976669021085333,1.0,|,0.7764420651520214,0.0,0.0,22.524611253318373,996.8707461751034,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,31.334663253480077,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,42.94369008005434,20.956046227424757,243.36705279211608,144.94419620639638,,,0.0,3,,,,0,0
50,73,2,4.27,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,26.051105139319557,11.571740569602156,0.7651651663380344,1.0,|,2.050292328292056,0.0,0.0,24.147084288222743,1059.2000607340824,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.282869694449282,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,16.26269920191407,7.936017506243695,194.80800341447974,54.8901098059726,,,0.0,3,,,,0,0
51,73,3,4.14,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,25.980456891990155,15.200747967169697,1.0051282066688974,1.0,|,2.693283413496074,0.0,0.0,24.435190583236427,1072.3402051151563,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,16.824359184532426,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,12.380162905961614,6.041382696194525,187.05946387189636,41.785714221663824,,,0.0,3,,,,0,0
52,73,4,3.66,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,25.864169114798415,11.53750465075718,0.7629013640707623,1.0,|,2.0442263746580562,0.0,0.0,23.969710996612548,1053.736657896842,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.31145810109532,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,16.310956469575537,7.959566519615337,194.90313098576829,55.05298847008527,,,0.0,3,,,,0,0
53,73,5,3.25,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,25.99795319194641,9.620293195438478,0.6361284371035139,1.0,|,1.7045329711540467,0.0,0.0,23.82985724670263,1049.1424709767155,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,21.148367891289087,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,19.56153854180411,9.545814651638324,201.24556333447362,66.02440254241544,,,0.0,3,,,,0,0
54,73,6,3.01,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,24.52749083470637,12.838469566866298,0.8489258502271093,1.0,|,2.2747326127500624,0.0,0.0,22.867596433544698,1007.6525574615993,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.306882022143206,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,14.658112880658548,7.152997112294317,191.62854764893987,49.47428563844996,,,0.0,3,,,,0,0
55,73,7,2.36,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,24.782433605497577,12.564582216106484,0.8308154320889309,1.0,|,2.226204983678061,1193.8549845283196,320.7064528284859,23.078010909497046,1019.323587079379,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.505336406481067,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999996048818023,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,14.97763577723966,7.308920755069124,192.26422566857568,50.552744180977484,,,0.08405227807424054,3,,,,0,0
56,73,8,2.49,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,27.802162681157252,12.496110378416528,0.8262878275543862,1.0,|,2.2140730764100605,868.0196150753982,218.0429457710216,25.882250335959164,1142.6437763937788,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.5559666964676,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999613715493831,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,15.059705014375224,7.34896963591882,192.42729369712467,50.829745518955455,,,0.1787755893065892,3,,,,0,0
57,73,9,3.17,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,29.40536379881915,14.379085914890254,0.9507969522543624,1.0,|,2.54770052628007,687.1125216670252,178.69553269168588,27.57952953384244,1214.5785291908012,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,17.298377539853632,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999788367416153,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,13.087600786302273,6.386604564548496,188.48545954587001,44.17346932004461,,,0.25492696952064126,3,,,,0,0
58,73,10,4.0,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,27.370155768400398,10.510427085407875,0.6949872960525934,1.0,|,1.8622477656380507,595.3050824987226,156.47144932555773,25.22572930034643,1107.592265569122,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,20.23302550027938,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994567944792941,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,17.904861010576404,8.737374322835079,198.02910665496302,60.4327593303542,,,0.30738264194054526,3,,,,0,0
59,73,11,4.78,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,26.72925164579982,12.735761810331368,0.8421344434252924,1.0,|,2.256534751848062,550.8804121706356,144.36076574560647,24.909432500939385,1090.6351043362595,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.380551865153862,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990953884873504,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,14.776323468405794,7.210682572877335,191.86387134836866,49.8732718129536,,,0.3368260690978136,3,,,,0,0
60,73,12,5.59,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,26.622238995029598,13.45471610607588,0.8896742910380105,1.0,|,2.383919778162065,539.3528769869395,141.01625221798855,24.88316148436131,1086.3188826968337,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,17.882726787051638,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989588448193195,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,13.986748931926094,6.8253789239449585,190.28873534917528,47.20828782294844,,,0.3449093865555832,3,,,,0,0
61,73,13,5.81,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,28.11583454611903,12.872705485711274,0.8511896524943815,1.0,|,2.280798566384062,557.5881227920036,146.26534147056293,26.216894949866866,1143.6427622877877,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.282521556233043,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991650191304494,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,14.619128537890841,7.133973183804174,191.55090262224556,49.3427050915392,,,0.3322060708282824,3,,,,0,0
62,73,14,6.62,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,29.882189978316347,13.35200834954095,0.8828828842361937,1.0,|,2.365721917260065,610.6612471017811,160.41339653007253,27.918795999092378,1214.3576382109582,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,17.95137474306715,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999540090270989,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,14.094339308325527,6.8778818387445355,190.503829270669,47.57142849850958,,,0.29783587647489534,3,,,,0,0
63,73,15,5.88,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,26.95183470526012,11.84562792036197,0.7832755844762128,1.0,|,2.0988199573640576,717.0248359101702,185.41375108604012,25.015492910506968,1090.961016040067,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.058642655478472,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998412159606442,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,15.886683035395826,7.752525771995287,194.06579541865347,53.6209743191293,,,0.24009138580737602,3,,,,0,0
64,73,16,5.61,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,31.417244087923404,10.68160667963276,0.706306307388955,1.0,|,1.892577533808052,928.6606102779999,231.47228309805536,28.98400988189087,1265.257963920846,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,20.07024710753548,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999785879856024,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,17.61792413540691,8.59735229843067,197.4686502700453,59.46428562313698,,,0.15909369600014148,3,,,,0,0
65,73,17,5.49,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,31.536573656667063,9.859944627353315,0.6519750529744198,1.0,|,1.7469946465920476,1190.183183640829,374.1314356808278,28.95144825048707,1264.3808176129332,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,20.889775502320052,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999647734322,0.9999999999999835,0.01,1.0,1.0,1.0,100000.0,19.086084480024155,9.313798323299894,200.32583805312476,64.41964275839841,,,0.06167476719090001,3,,,,0,0
66,73,18,5.24,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,32.564576670194484,12.085279352276807,0.7991222003471188,1.0,|,2.1412816328020585,0.0,0.0,30.2592955698314,1322.6844530555995,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.868729734620782,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,15.57164966075625,7.598792966318326,193.4426154846173,52.5576688793732,,,0.0,3,,,,0,0
67,73,19,5.11,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,31.87012383770574,12.016807514586855,0.7945945958125743,1.0,|,2.129149725534058,0.0,0.0,29.60451301495369,1294.667383559261,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.922410439770708,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,15.660377009250585,7.642090931938372,193.61825476286933,52.857142776121755,,,0.0,3,,,,0,0
68,73,20,5.0,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,28.39029649586591,12.153751189966759,0.8036498048816633,1.0,|,2.1534135400700585,0.0,0.0,26.388897540937048,1154.498170285582,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,18.81550331057571,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,15.48392205703368,7.555982865099631,193.2688593596333,52.26156933639082,,,0.0,3,,,,0,0
69,73,21,4.94,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,26.803579340203623,10.955494030392575,0.7244167255271334,1.0,|,1.9411051628800537,0.0,0.0,24.765115122853224,1083.6924443194948,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,19.817781119075814,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,17.17747603202173,8.3824184909699,196.60640204237959,57.97767848255854,,,0.0,3,,,,0,0
70,73,22,4.03,694.4442013129103,8.967499999999998,3,3.0,-1.001,12.841751781962847,26.916656944350947,8.901338899693966,0.5885885894907957,1.0,|,1.5771479448400432,0.0,0.0,24.548474170982296,1077.7391994913237,1.0,3.0,,,0.0,0.0,0.0,0.0,0.0,100000.0,21.985854150999995,0.0,0.0,0.0,0.0,0.0,0,0,0,1e-05,0,0,0,0,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.12000000000000004,-0.015600329309258809,0.06607020548895037,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,1.0,1.0,100000.0,21.14150896248829,10.316822758116803,204.28256698318424,71.35714274776439,,,0.0,3,,,,0,0
