,g_sv,g_sv_per_layer,A_n,A_c,A_j,A_p,A_n_limit_factor,R_d,c_i,f_VPD,v_cmax,j_max
0,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
1,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
3,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
4,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
5,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
6,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
7,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
8,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
9,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
10,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
11,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
12,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
13,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
14,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
15,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
16,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
17,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
18,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
19,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
20,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
21,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
22,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
23,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
24,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
25,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
26,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
27,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
28,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
29,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
30,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
31,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
32,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
33,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
34,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
35,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
36,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
37,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
38,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
39,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
40,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
41,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
42,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
43,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
44,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
45,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
46,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
47,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
48,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
49,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
50,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
51,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
52,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
53,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
54,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
55,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
56,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
57,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
58,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
59,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
60,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
61,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
62,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
63,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
64,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
65,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
66,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
67,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
68,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
69,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
70,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
71,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
72,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
73,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
74,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
75,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
76,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
77,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
78,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
79,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
80,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
81,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
82,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
83,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
84,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
85,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
86,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
87,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
88,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
89,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
90,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
91,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
92,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
93,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
94,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
95,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
96,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
97,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
98,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
99,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
100,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
101,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
102,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
103,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
104,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
105,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
106,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
107,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
108,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
109,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
110,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
111,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
112,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
113,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
114,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
115,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
116,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
117,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
118,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
119,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
120,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
121,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
122,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
123,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
124,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
125,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
126,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
127,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
128,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
129,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
130,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
131,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
132,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
133,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
134,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
135,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
136,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
137,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
138,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
139,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
140,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
141,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
142,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
143,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
144,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
145,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
146,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
147,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
148,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
149,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
150,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
151,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
152,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
153,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
154,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
155,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
156,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
157,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
158,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
159,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
160,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
161,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
162,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
163,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
164,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
165,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
166,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
167,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
168,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
169,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
170,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
171,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
172,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
173,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
174,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
175,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
176,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
177,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
178,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
179,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
180,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
181,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
182,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
183,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
184,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
185,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
186,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
187,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
188,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
189,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
190,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
191,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
192,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
193,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
194,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
195,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
196,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
197,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
198,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
199,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
200,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
201,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
202,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
203,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
204,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
205,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
206,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
207,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
208,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
209,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
210,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
211,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
212,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
213,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
214,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
215,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
216,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
217,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
218,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
219,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
220,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
221,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
222,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
223,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
224,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
225,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
226,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
227,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
