,nL,g_sto_0,m,V_cmax_25,J_max_25,R_d_coeff,f_VPD_method,PARsun,PARshade,LAIsunfrac,layer_lai_frac,layer_lai,D_0,g_bv,Tleaf_C,eact,c_a,fO3_d,f_LS,f_SW,f_VPD
6522,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1859419.2641790072,"[19.4, 19.4, 19.4]",0.65118,391.0,1.0,1.0,1,1
6523,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1836029.411529129,"[20.81, 20.81, 20.81]",0.83859,391.0,1.0,1.0,1,1
6524,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1824222.0259606559,"[20.1, 20.1, 20.1]",0.70107,391.0,1.0,1.0,1,1
6525,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1800374.9609456358,"[17.65, 17.65, 17.65]",0.32915,391.0,1.0,1.0,1,1
6526,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1788332.1839076765,"[18.81, 18.81, 18.81]",0.48696,391.0,1.0,1.0,1,1
6527,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1776207.758118402,"[18.22, 18.22, 18.22]",0.40718,391.0,1.0,1.0,1,1
6528,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1776207.758118402,"[16.08, 16.08, 16.08]",0.136,391.0,1.0,1.0,1,1
6529,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1663115.1493507598,"[17.13, 17.13, 17.13]",0.26797,391.0,1.0,1.0,1,1
6530,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1527668.8122757499,"[16.61, 16.61, 16.61]",0.20738,391.0,1.0,1.0,1,1
6531,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1378982.2333880884,"[15.45, 15.45, 15.45]",0.0748,391.0,1.0,1.0,1,1
6532,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1363221.9188378684,"[15.86, 15.86, 15.86]",0.14232,391.0,1.0,1.0,1,1
6533,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1347277.2543170168,"[15.65, 15.65, 15.65]",0.13527,391.0,1.0,1.0,1,1
6534,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1314807.9707698764,"[20.36, 20.36, 20.36]",0.7807,391.0,1.0,1.0,1,1
6535,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(270.95304181707303, 270.95304181707303, 270.95304181707303)","(87.32729265907962, 87.32729265907962, 87.32729265907962)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1961224.617426571,"[17.08, 17.08, 17.08]",0.29101,391.0,1.0,1.0,1,1
6536,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(426.70305439760693, 426.70305439760693, 426.70305439760693)","(140.23418745310656, 140.23418745310656, 140.23418745310656)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2099579.9579915977,"[18.72, 18.72, 18.72]",0.47672,391.0,1.0,1.0,1,1
6537,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(489.100710288644, 489.100710288644, 489.100710288644)","(165.5661769939601, 165.5661769939601, 165.5661769939601)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2219651.3239696,"[25.44, 25.44, 25.44]",1.57838,391.0,1.0,1.0,1,1
6538,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(515.9992877267428, 515.9992877267428, 515.9992877267428)","(171.6025914529389, 171.6025914529389, 171.6025914529389)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2333552.656358969,"[22.06, 22.06, 22.06]",1.00425,391.0,1.0,1.0,1,1
6539,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(523.45432501144, 523.45432501144, 523.45432501144)","(168.18782186246497, 168.18782186246497, 168.18782186246497)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2442147.4156979136,"[23.75, 23.75, 23.75]",1.3513,391.0,1.0,1.0,1,1
6540,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(520.5655708613123, 520.5655708613123, 520.5655708613123)","(164.0439159562047, 164.0439159562047, 164.0439159562047)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2546114.68712625,"[26.21, 26.21, 26.21]",1.88873,391.0,1.0,1.0,1,1
6541,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(510.630433637634, 510.630433637634, 510.630433637634)","(163.17609249124507, 163.17609249124507, 163.17609249124507)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2537613.4457399137,"[25.72, 25.72, 25.72]",1.77856,391.0,1.0,1.0,1,1
6542,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(490.0558021253081, 490.0558021253081, 490.0558021253081)","(161.94195417647484, 161.94195417647484, 161.94195417647484)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2529083.628510532,"[25.97, 25.97, 25.97]",1.8263,391.0,1.0,1.0,1,1
6543,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(447.3428973880725, 447.3428973880725, 447.3428973880725)","(151.3150274318201, 151.3150274318201, 151.3150274318201)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2511937.101123354,"[23.25, 23.25, 23.25]",1.29453,391.0,1.0,1.0,1,1
6544,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(364.8045375639467, 364.8045375639467, 364.8045375639467)","(120.95111680764815, 120.95111680764815, 120.95111680764815)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2370303.777999773,"[25.21, 25.21, 25.21]",1.63974,391.0,1.0,1.0,1,1
6545,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(183.80237564799813, 183.80237564799813, 183.80237564799813)","(57.975588889437454, 57.975588889437454, 57.975588889437454)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,2200094.5434230776,"[24.23, 24.23, 24.23]",1.42022,391.0,1.0,1.0,1,1
6546,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1739327.456231287,"[18.53, 18.53, 18.53]",0.43878,391.0,1.0,1.0,1,1
6547,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1610304.3190651883,"[21.67, 21.67, 21.67]",0.93545,391.0,1.0,1.0,1,1
6548,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1470000.0,"[20.09, 20.09, 20.09]",0.71775,391.0,1.0,1.0,1,1
6549,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1314807.9707698764,"[16.75, 16.75, 16.75]",0.30081,391.0,1.0,1.0,1,1
6550,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1264541.814255266,"[17.93, 17.93, 17.93]",0.44085,391.0,1.0,1.0,1,1
6551,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1212193.0539315923,"[17.34, 17.34, 17.34]",0.35251,391.0,1.0,1.0,1,1
6552,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1176000.0,"[15.0, 15.0, 15.0]",0.06392,391.0,1.0,1.0,1,1
6553,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1119518.6465619945,"[16.17, 16.17, 16.17]",0.23052,391.0,1.0,1.0,1,1
6554,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1060032.0749864127,"[15.59, 15.59, 15.59]",0.19447,391.0,1.0,1.0,1,1
6555,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1018445.8748504997,"[13.92, 13.92, 13.92]",0.04393,391.0,1.0,1.0,1,1
6556,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,952668.8826659553,"[14.64, 14.64, 14.64]",0.13444,391.0,1.0,1.0,1,1
6557,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,906168.8584364394,"[14.28, 14.28, 14.28]",0.11207,391.0,1.0,1.0,1,1
6558,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,831557.5746753799,"[16.27, 16.27, 16.27]",0.35998,391.0,1.0,1.0,1,1
6559,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(266.0809717487045, 266.0809717487045, 266.0809717487045)","(86.14902255610828, 86.14902255610828, 86.14902255610828)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1440299.9687565085,"[14.69, 14.69, 14.69]",0.1648,391.0,1.0,1.0,1,1
6560,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(424.9052443946813, 424.9052443946813, 424.9052443946813)","(139.49866804825393, 139.49866804825393, 139.49866804825393)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1378982.2333880884,"[15.48, 15.48, 15.48]",0.27242,391.0,1.0,1.0,1,1
6561,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(487.9918727287988, 487.9918727287988, 487.9918727287988)","(165.19741644341627, 165.19741644341627, 165.19741644341627)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1298268.8473501937,"[23.78, 23.78, 23.78]",1.51592,391.0,1.0,1.0,1,1
6562,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(515.2418779465675, 515.2418779465675, 515.2418779465675)","(171.59600946770772, 171.59600946770772, 171.59600946770772)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1378982.2333880884,"[18.78, 18.78, 18.78]",0.79996,391.0,1.0,1.0,1,1
6563,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(522.948563863973, 522.948563863973, 522.948563863973)","(168.4707547553008, 168.4707547553008, 168.4707547553008)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1455225.7556819147,"[21.29, 21.29, 21.29]",1.26452,391.0,1.0,1.0,1,1
6564,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(519.5391389892359, 519.5391389892359, 519.5391389892359)","(164.28651276918134, 164.28651276918134, 164.28651276918134)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1541749.0068101226,"[25.61, 25.61, 25.61]",2.13977,391.0,1.0,1.0,1,1
6565,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(509.4754399627142, 509.4754399627142, 509.4754399627142)","(163.31076745780246, 163.31076745780246, 163.31076745780246)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1636922.7226720261,"[24.4, 24.4, 24.4]",1.92725,391.0,1.0,1.0,1,1
6566,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(488.4529556349433, 488.4529556349433, 488.4529556349433)","(161.7450310196287, 161.7450310196287, 161.7450310196287)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1714299.8570845183,"[25.01, 25.01, 25.01]",2.07092,391.0,1.0,1.0,1,1
6567,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(446.44239777082066, 446.44239777082066, 446.44239777082066)","(151.02017607381134, 151.02017607381134, 151.02017607381134)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1776207.758118402,"[22.67, 22.67, 22.67]",1.66321,391.0,1.0,1.0,1,1
6568,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(362.1454844182532, 362.1454844182532, 362.1454844182532)","(119.89569822237794, 119.89569822237794, 119.89569822237794)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1676057.8748957326,"[24.63, 24.63, 24.63]",2.02569,391.0,1.0,1.0,1,1
6569,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(176.3308795787211, 176.3308795787211, 176.3308795787211)","(55.69686017981499, 55.69686017981499, 55.69686017981499)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1555701.7709059792,"[23.65, 23.65, 23.65]",1.84799,391.0,1.0,1.0,1,1
6570,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,657403.9853849382,"[15.88, 15.88, 15.88]",0.6423,391.0,1.0,1.0,1,1
6571,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,509222.93742524984,"[20.41, 20.41, 20.41]",1.24364,391.0,1.0,1.0,1,1
6572,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,360074.99218912714,"[18.14, 18.14, 18.14]",0.92524,391.0,1.0,1.0,1,1
6573,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,550023.6358557694,"[12.89, 12.89, 12.89]",0.45048,391.0,1.0,1.0,1,1
6574,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,415778.78733768995,"[14.89, 14.89, 14.89]",0.65874,391.0,1.0,1.0,1,1
6575,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,464854.8160447518,"[13.89, 13.89, 13.89]",0.5528,391.0,1.0,1.0,1,1
6576,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,588000.0,"[11.46, 11.46, 11.46]",0.31899,391.0,1.0,1.0,1,1
6577,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,550023.6358557694,"[12.42, 12.42, 12.42]",0.40325,391.0,1.0,1.0,1,1
6578,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,623668.1810065348,"[11.95, 11.95, 11.95]",0.35534,391.0,1.0,1.0,1,1
6579,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,720149.9843782543,"[10.7, 10.7, 10.7]",0.24122,391.0,1.0,1.0,1,1
6580,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,749555.8684981393,"[11.21, 11.21, 11.21]",0.2808,391.0,1.0,1.0,1,1
6581,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,805152.1595325941,"[10.95, 10.95, 10.95]",0.25412,391.0,1.0,1.0,1,1
6582,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[16.99, 16.99, 16.99]",0.88863,391.0,1.0,1.0,1,1
6583,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(262.138308786749, 262.138308786749, 262.138308786749)","(85.05710582690551, 85.05710582690551, 85.05710582690551)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1247336.3620130697,"[12.79, 12.79, 12.79]",0.35867,391.0,1.0,1.0,1,1
6584,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(423.79717033901807, 423.79717033901807, 423.79717033901807)","(138.76744175547188, 138.76744175547188, 138.76744175547188)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1455225.7556819147,"[14.89, 14.89, 14.89]",0.55428,391.0,1.0,1.0,1,1
6585,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(487.3002954626768, 487.3002954626768, 487.3002954626768)","(164.7860622636361, 164.7860622636361, 164.7860622636361)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1409974.4678539394,"[25.14, 25.14, 25.14]",2.06854,391.0,1.0,1.0,1,1
6586,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(514.8703108767829, 514.8703108767829, 514.8703108767829)","(171.50529197961993, 171.50529197961993, 171.50529197961993)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1610304.3190651883,"[19.71, 19.71, 19.71]",1.14675,391.0,1.0,1.0,1,1
6587,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(522.7275516823722, 522.7275516823722, 522.7275516823722)","(168.63401865927602, 168.63401865927602, 168.63401865927602)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1726858.998297197,"[22.43, 22.43, 22.43]",1.58128,391.0,1.0,1.0,1,1
6588,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(520.238321428837, 520.238321428837, 520.238321428837)","(164.7938999970452, 164.7938999970452, 164.7938999970452)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1859419.2641790072,"[26.61, 26.61, 26.61]",2.39082,391.0,1.0,1.0,1,1
6589,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(509.924222390819, 509.924222390819, 509.924222390819)","(163.74936211030496, 163.74936211030496, 163.74936211030496)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1836029.411529129,"[25.66, 25.66, 25.66]",2.17445,391.0,1.0,1.0,1,1
6590,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(488.5137974122758, 488.5137974122758, 488.5137974122758)","(161.8706643989584, 161.8706643989584, 161.8706643989584)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1824222.0259606559,"[26.15, 26.15, 26.15]",2.26143,391.0,1.0,1.0,1,1
6591,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(445.1836026929698, 445.1836026929698, 445.1836026929698)","(150.40800271626904, 150.40800271626904, 150.40800271626904)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1812337.7168728788,"[23.41, 23.41, 23.41]",1.71591,391.0,1.0,1.0,1,1
6592,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(359.60027198615074, 359.60027198615074, 359.60027198615074)","(118.65858350140587, 118.65858350140587, 118.65858350140587)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1763999.9999999998,"[25.55, 25.55, 25.55]",2.15105,391.0,1.0,1.0,1,1
6593,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(169.25701955264762, 169.25701955264762, 169.25701955264762)","(53.40497316142068, 53.40497316142068, 53.40497316142068)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,1701648.024710163,"[24.48, 24.48, 24.48]",1.97073,391.0,1.0,1.0,1,1
6594,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,906168.8584364394,"[17.04, 17.04, 17.04]",0.74397,391.0,1.0,1.0,1,1
6595,3,20000,8.12,"[180.0, 180.0, 180.0]","[400, 400, 400]",0.015,FVPDMethods.LEUNING,"(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","[0, 0, 0]",[nan nan nan],"[0.0, 0.0, 0.0]",2.27,857149.9285422591,"[21.28, 21.28, 21.28]",1.40155,391.0,1.0,1.0,1,1
