Ts_C,td,P,VPD,hr,dd,par,u,precip,o3
7.62,523.8354166666667,93.83,0.16898,21.0,75.0,0.0,0.1,0.0,38.037
9.77,523.8354166666667,93.78,0.33814,22.0,75.0,0.0,0.09,0.0,36.603
8.69,523.8354166666667,93.8,0.25664,23.0,75.0,0.0,0.07,0.0,35.393
5.84,537.025,93.73,0.06262,0.0,76.0,0.0,0.07,0.0,34.215
7.04,537.025,93.81,0.1331,1.0,76.0,0.0,0.01,0.0,32.682
6.44,537.025,93.77,0.09382,2.0,76.0,0.0,0.0,0.0,30.741
4.79,537.025,93.72,0.0,3.0,76.0,0.0,0.05,0.0,28.08
5.49,537.025,93.73,0.03985,4.0,76.0,0.0,0.03,0.0,24.916
5.14,537.025,93.72,0.0184,5.0,76.0,0.0,0.05,0.0,21.638
12.74,537.025,93.74,0.61389,6.0,76.0,0.0,0.09,0.0,17.085
7.44,537.025,93.72,0.05042,7.0,76.0,107.45,0.05,0.0,14.571
10.09,537.025,93.73,0.15336,8.0,76.0,334.37,0.05,0.0,16.254
22.0,537.025,93.74,1.6552,9.0,76.0,530.67,0.09,0.0,17.416
15.83,537.025,93.74,0.90354,10.0,76.0,684.88,0.32,0.0,43.595
18.91,537.025,93.74,1.30132,11.0,76.0,787.51,0.19,0.0,47.937
22.33,537.025,93.68,1.75588,12.0,76.0,832.07,0.11,0.0,51.756
22.12,537.025,93.73,1.73526,13.0,76.0,815.41,0.12,0.0,55.77
22.23,537.025,93.71,1.7612,14.0,76.0,738.91,0.14,0.0,59.735
18.15,537.025,93.61,1.15155,15.0,76.0,607.57,0.16,0.0,62.721
20.94,537.025,93.66,1.60041,16.0,76.0,429.32,0.2,0.0,64.019
19.55,537.025,93.64,1.40691,17.0,76.0,214.98,0.23,0.0,63.27
11.55,537.025,93.6,0.47721,18.0,76.0,2.35,0.05,0.0,58.576
15.95,537.025,93.61,0.94282,19.0,76.0,0.0,0.03,0.0,55.264
13.75,537.025,93.6,0.74417,20.0,76.0,0.0,0.03,0.0,52.401
8.34,537.025,93.61,0.30311,21.0,76.0,0.0,0.06,0.0,49.55
10.48,537.025,93.6,0.46566,22.0,76.0,0.0,0.05,0.0,46.642
9.41,537.025,93.61,0.3763,23.0,76.0,0.0,0.08,0.0,43.386
6.86,550.6008333333333,93.55,0.18876,0.0,77.0,0.0,0.13,0.0,39.944
7.85,550.6008333333333,93.6,0.24334,1.0,77.0,0.0,0.13,0.0,37.41
7.36,550.6008333333333,93.58,0.19455,2.0,77.0,0.0,0.15,0.0,36.083
5.88,550.6008333333333,93.49,0.08242,3.0,77.0,0.0,0.18,0.0,35.741
6.54,550.6008333333333,93.54,0.12089,4.0,77.0,0.0,0.17,0.0,35.6
6.21,550.6008333333333,93.52,0.09497,5.0,77.0,0.0,0.18,0.0,35.379
13.31,550.6008333333333,93.52,0.67641,6.0,77.0,0.0,0.18,0.0,33.622
8.35,550.6008333333333,93.5,0.18568,7.0,77.0,114.06,0.65,0.0,38.527
10.83,550.6008333333333,93.51,0.34674,8.0,77.0,340.81,0.67,0.0,42.341
21.53,550.6008333333333,93.44,1.61031,9.0,77.0,536.91,0.67,0.0,44.254
16.06,550.6008333333333,93.5,0.85513,10.0,77.0,690.7,0.58,0.0,49.673
18.8,550.6008333333333,93.48,1.22397,11.0,77.0,793.03,0.47,0.0,54.219
21.72,550.6008333333333,93.26,1.68456,12.0,77.0,837.53,0.38,0.0,58.687
21.61,550.6008333333333,93.4,1.66711,13.0,77.0,820.44,0.47,0.0,62.425
21.67,550.6008333333333,93.34,1.67959,14.0,77.0,743.76,0.56,0.0,64.183
18.31,550.6008333333333,93.17,1.18133,15.0,77.0,612.36,0.65,0.003,63.772
20.59,550.6008333333333,93.24,1.48148,16.0,77.0,434.0,0.69,0.003,61.161
19.46,550.6008333333333,93.21,1.28573,17.0,77.0,219.65,0.7,0.003,56.422
12.09,550.6008333333333,93.21,0.27681,18.0,77.0,3.69,0.3,0.0,49.141
16.23,550.6008333333333,93.18,0.73339,19.0,77.0,0.0,0.2,0.0,45.25
14.16,550.6008333333333,93.19,0.54208,20.0,77.0,0.0,0.13,0.0,42.493
9.16,550.6008333333333,93.25,0.26901,21.0,77.0,0.0,0.09,0.0,39.557
11.11,550.6008333333333,93.22,0.40244,22.0,77.0,0.0,0.07,0.0,37.331
10.13,550.6008333333333,93.23,0.31863,23.0,77.0,0.0,0.12,0.0,36.291
7.43,563.8187499999999,93.14,0.11109,0.0,78.0,0.0,0.21,0.0,35.927
8.59,563.8187499999999,93.23,0.19019,1.0,78.0,0.0,0.21,0.0,34.7
8.02,563.8187499999999,93.19,0.1418,2.0,78.0,0.0,0.21,0.0,33.1
7.39,563.8187499999999,93.18,0.09123,3.0,78.0,0.0,0.22,0.0,31.815
7.41,563.8187499999999,93.15,0.09012,4.0,78.0,0.0,0.32,0.0,32.021
7.4,563.8187499999999,93.16,0.08587,5.0,78.0,0.0,0.4,0.0,33.628
12.18,563.8187499999999,93.21,0.47615,6.0,78.0,0.0,0.48,0.0,34.83
8.98,563.8187499999999,93.19,0.17369,7.0,78.0,120.79,0.74,0.0,39.62
10.58,563.8187499999999,93.2,0.29667,8.0,78.0,347.36,0.65,0.0,42.168
20.45,563.8187499999999,93.13,1.44231,9.0,78.0,543.14,0.46,0.0,42.79
14.94,563.8187499999999,93.19,0.78837,10.0,78.0,696.6,0.37,0.0,46.767
17.7,563.8187499999999,93.17,1.18763,11.0,78.0,798.6,0.36,0.0,49.528
20.99,563.8187499999999,93.01,1.73023,12.0,78.0,842.67,0.47,0.0,52.356
20.64,563.8187499999999,93.1,1.68905,13.0,78.0,825.36,0.56,0.0,54.927
20.82,563.8187499999999,93.06,1.72823,14.0,78.0,748.41,0.7,0.0,56.401
17.73,563.8187499999999,92.94,1.29731,15.0,78.0,616.77,0.83,0.0,55.998
19.91,563.8187499999999,92.99,1.59897,16.0,78.0,438.36,0.76,0.0,54.026
18.82,563.8187499999999,92.97,1.44236,17.0,78.0,224.02,0.68,0.0,51.006
11.17,563.8187499999999,92.98,0.43897,18.0,78.0,5.33,0.21,0.0,45.606
15.54,563.8187499999999,92.95,0.91285,19.0,78.0,0.0,0.18,0.0,43.097
13.35,563.8187499999999,92.96,0.7351,20.0,78.0,0.0,0.16,0.0,41.23
8.02,563.8187499999999,93.04,0.35953,21.0,78.0,0.0,0.16,0.0,39.198
10.11,563.8187499999999,92.99,0.51232,22.0,78.0,0.0,0.16,0.0,36.976
9.06,563.8187499999999,93.01,0.41595,23.0,78.0,0.0,0.18,0.0,35.031
6.47,576.1070833333332,93.05,0.21772,0.0,79.0,0.0,0.2,0.0,33.399
7.5,576.1070833333332,93.04,0.28027,1.0,79.0,0.0,0.33,0.0,32.812
6.99,576.1070833333332,93.05,0.23089,2.0,79.0,0.0,0.41,0.0,32.359
4.83,576.1070833333332,93.01,0.0788,3.0,79.0,0.0,0.49,0.0,31.836
5.93,576.1070833333332,93.04,0.15499,4.0,79.0,0.0,0.44,0.0,30.866
5.38,576.1070833333332,93.03,0.12927,5.0,79.0,0.0,0.4,0.0,29.596
10.15,576.1070833333332,92.92,0.48747,6.0,79.0,0.0,0.36,0.0,26.909
6.61,576.1070833333332,92.99,0.20374,7.0,79.0,127.39,0.64,0.0,27.044
8.39,576.1070833333332,92.96,0.31337,8.0,79.0,353.78,0.56,0.0,30.025
19.25,576.1070833333332,92.9,1.45113,9.0,79.0,549.22,0.43,0.0,31.02
13.19,576.1070833333332,92.92,0.68942,10.0,79.0,702.39,0.16,0.0,41.78
16.22,576.1070833333332,92.91,0.99612,11.0,79.0,804.02,0.14,0.0,47.357
20.64,576.1070833333332,92.83,1.67562,12.0,79.0,847.64,0.42,0.0,51.325
19.72,576.1070833333332,92.88,1.52613,13.0,79.0,830.1,0.43,0.0,55.596
20.18,576.1070833333332,92.86,1.58066,14.0,79.0,752.9,0.5,0.0,59.126
17.74,576.1070833333332,92.79,1.22113,15.0,79.0,621.01,0.6,0.0,60.549
19.68,576.1070833333332,92.82,1.51297,16.0,79.0,442.56,0.56,0.0,59.708
18.71,576.1070833333332,92.81,1.40153,17.0,79.0,228.25,0.51,0.0,56.964
11.29,576.1070833333332,92.85,0.46564,18.0,79.0,7.24,0.1,0.0,50.668
15.58,576.1070833333332,92.8,0.91958,19.0,79.0,0.0,0.07,0.0,46.761
13.43,576.1070833333332,92.82,0.74986,20.0,79.0,0.0,0.06,0.0,43.286
7.88,576.1070833333332,92.88,0.37834,21.0,79.0,0.0,0.08,0.0,39.73
10.15,576.1070833333332,92.86,0.56412,22.0,79.0,0.0,0.07,0.0,36.074
9.01,576.1070833333332,92.87,0.48045,23.0,79.0,0.0,0.06,0.0,32.568
6.18,589.3099999999998,92.84,0.28639,0.0,80.0,0.0,0.06,0.0,29.1
7.32,589.3099999999998,92.87,0.33393,1.0,80.0,0.0,0.03,0.0,26.126
6.75,589.3099999999998,92.86,0.33295,2.0,80.0,0.0,0.07,0.0,23.809
4.98,589.3099999999998,92.82,0.25462,3.0,80.0,0.0,0.16,0.0,22.182
5.78,589.3099999999998,92.84,0.3102,4.0,80.0,0.0,0.15,0.0,21.502
5.38,589.3099999999998,92.83,0.29078,5.0,80.0,0.0,0.15,0.0,21.38
12.68,589.3099999999998,92.93,0.8719,6.0,80.0,0.0,0.14,0.0,20.142
7.54,589.3099999999998,92.84,0.41684,7.0,80.0,133.95,0.5,0.0,25.59
10.1,589.3099999999998,92.88,0.59904,8.0,80.0,359.93,0.48,0.0,32.404
21.96,589.3099999999998,92.94,2.02068,9.0,80.0,554.83,0.44,0.0,36.325
15.77,589.3099999999998,92.93,1.15645,10.0,80.0,707.67,0.4,0.0,46.566
18.87,589.3099999999998,92.94,1.55215,11.0,80.0,808.93,0.32,0.0,50.901
21.57,589.3099999999998,92.88,1.93804,12.0,80.0,852.18,0.25,0.0,54.293
21.84,589.3099999999998,92.93,2.01636,13.0,80.0,834.36,0.38,0.0,57.608
21.71,589.3099999999998,92.91,2.00381,14.0,80.0,756.92,0.49,0.0,60.19
18.28,589.3099999999998,92.88,1.50219,15.0,80.0,624.76,0.59,0.0,61.31
20.47,589.3099999999998,92.88,1.82557,16.0,80.0,446.32,0.57,0.0,60.561
19.38,589.3099999999998,92.88,1.67362,17.0,80.0,232.11,0.54,0.0,58.043
11.59,589.3099999999998,92.99,0.63254,18.0,80.0,9.34,0.13,0.0,51.742
16.04,589.3099999999998,92.9,1.12165,19.0,80.0,0.0,0.12,0.0,47.841
13.81,589.3099999999998,92.94,0.96838,20.0,80.0,0.0,0.14,0.0,45.018
8.65,589.3099999999998,93.09,0.59462,21.0,80.0,0.0,0.19,0.0,42.798
10.6,589.3099999999998,93.01,0.725,22.0,80.0,0.0,0.22,0.0,41.305
9.62,589.3099999999998,93.05,0.6182,23.0,80.0,0.0,0.25,0.0,40.157
7.23,601.3399999999998,92.97,0.41735,0.0,81.0,0.0,0.3,0.0,38.559
8.19,601.3399999999998,93.06,0.46734,1.0,81.0,0.0,0.33,0.0,36.423
7.71,601.3399999999998,93.02,0.41349,2.0,81.0,0.0,0.35,0.0,34.255
5.71,601.3399999999998,93.0,0.25871,3.0,81.0,0.0,0.38,0.0,32.479
6.72,601.3399999999998,92.98,0.31565,4.0,81.0,0.0,0.4,0.0,30.966
6.21,601.3399999999998,92.99,0.27087,5.0,81.0,0.0,0.42,0.0,29.618
10.31,601.3399999999998,93.09,0.56482,6.0,81.0,0.0,0.43,0.0,27.31
7.23,601.3399999999998,93.02,0.32589,7.0,81.0,140.09,0.84,0.0,30.288
8.77,601.3399999999998,93.05,0.42272,8.0,81.0,365.68,0.87,0.0,33.537
17.59,601.3399999999998,93.02,1.30338,9.0,81.0,560.33,0.87,0.0,35.128
12.74,601.3399999999998,93.07,0.81429,10.0,81.0,712.72,0.96,0.0,41.485
15.17,601.3399999999998,93.05,1.13328,11.0,81.0,813.65,1.05,0.0,46.429
20.13,601.3399999999998,92.94,1.84718,12.0,81.0,856.66,1.14,0.0,49.249
18.44,601.3399999999998,93.0,1.64362,13.0,81.0,838.51,1.03,0.0,50.858
19.29,601.3399999999998,92.98,1.80032,14.0,81.0,760.86,0.92,0.0,51.294
16.96,601.3399999999998,92.9,1.5256,15.0,81.0,628.69,0.82,0.0,51.284
19.08,601.3399999999998,92.93,1.81801,16.0,81.0,450.15,0.76,0.0,50.369
18.02,601.3399999999998,92.92,1.68562,17.0,81.0,236.02,0.69,0.0,48.333
10.48,601.3399999999998,93.01,0.73416,18.0,81.0,11.68,0.2,0.0,43.453
14.79,601.3399999999998,92.92,1.12049,19.0,81.0,0.0,0.2,0.0,40.855
12.63,601.3399999999998,92.96,0.90228,20.0,81.0,0.0,0.24,0.0,39.315
7.42,601.3399999999998,92.99,0.46886,21.0,81.0,0.0,0.3,0.0,38.656
9.46,601.3399999999998,93.01,0.60603,22.0,81.0,0.0,0.29,0.0,38.33
8.44,601.3399999999998,93.0,0.51095,23.0,81.0,0.0,0.29,0.0,37.72
5.43,612.5658333333331,92.95,0.29029,0.0,82.0,0.0,0.29,0.0,36.439
6.76,612.5658333333331,92.98,0.34221,1.0,82.0,0.0,0.22,0.0,34.453
6.1,612.5658333333331,92.97,0.27576,2.0,82.0,0.0,0.19,0.0,32.14
4.01,612.5658333333331,93.0,0.14013,3.0,82.0,0.0,0.22,0.0,29.642
4.95,612.5658333333331,92.96,0.18834,4.0,82.0,0.0,0.19,0.0,27.432
4.48,612.5658333333331,92.98,0.15621,5.0,82.0,0.0,0.17,0.0,25.634
10.16,612.5658333333331,93.03,0.55786,6.0,82.0,0.0,0.17,0.0,22.898
6.06,612.5658333333331,93.01,0.22796,7.0,82.0,146.31,0.59,0.0,26.785
8.11,612.5658333333331,93.02,0.34383,8.0,82.0,371.52,0.57,0.0,31.705
17.13,612.5658333333331,93.0,1.20669,9.0,82.0,565.73,0.53,0.0,34.839
12.49,612.5658333333331,93.02,0.70615,10.0,82.0,717.75,0.55,0.0,42.514
14.81,612.5658333333331,93.01,0.96253,11.0,82.0,818.27,0.59,0.0,47.94
19.0,612.5658333333331,92.95,1.50337,12.0,82.0,860.86,0.67,0.0,52.07
17.76,612.5658333333331,92.99,1.36677,13.0,82.0,842.47,0.59,0.0,55.495
18.38,612.5658333333331,92.97,1.48287,14.0,82.0,764.59,0.5,0.0,57.929
16.44,612.5658333333331,92.95,1.26567,15.0,82.0,632.23,0.42,0.0,59.204
18.15,612.5658333333331,92.95,1.48513,16.0,82.0,453.74,0.26,0.0,59.327
17.29,612.5658333333331,92.95,1.38995,17.0,82.0,239.73,0.26,0.0,58.289
10.46,612.5658333333331,92.97,0.55448,18.0,82.0,14.19,0.07,0.0,53.442
14.44,612.5658333333331,92.95,0.94671,19.0,82.0,0.0,0.06,0.0,50.057
12.45,612.5658333333331,92.96,0.78086,20.0,82.0,0.0,0.06,0.0,47.064
7.04,612.5658333333331,92.87,0.38389,21.0,82.0,0.0,0.08,0.0,44.019
9.33,612.5658333333331,92.95,0.55777,22.0,82.0,0.0,0.06,0.0,41.329
8.19,612.5658333333331,92.91,0.47414,23.0,82.0,0.0,0.08,0.0,39.356
5.06,624.8179166666664,92.79,0.26674,0.0,83.0,0.0,0.16,0.0,37.639
6.39,624.8179166666664,92.85,0.3547,1.0,83.0,0.0,0.04,0.0,35.74
5.73,624.8179166666664,92.83,0.31619,2.0,83.0,0.0,0.06,0.0,33.66
4.79,624.8179166666664,92.7,0.2648,3.0,83.0,0.0,0.08,0.0,31.021
4.98,624.8179166666664,92.77,0.27159,4.0,83.0,0.0,0.08,0.0,28.594
4.89,624.8179166666664,92.74,0.26627,5.0,83.0,0.0,0.1,0.0,27.178
11.77,624.8179166666664,92.82,0.78764,6.0,83.0,0.0,0.12,0.0,25.493
7.1,624.8179166666664,92.73,0.36371,7.0,83.0,152.86,0.56,0.0,29.304
9.43,624.8179166666664,92.77,0.48917,8.0,83.0,377.65,0.55,0.0,33.146
19.51,624.8179166666664,92.71,1.55196,9.0,83.0,571.51,0.53,0.0,36.706
14.36,624.8179166666664,92.8,0.9165,10.0,83.0,723.03,0.64,0.0,49.204
16.94,624.8179166666664,92.76,1.22859,11.0,83.0,823.2,0.79,0.0,54.566
19.9,624.8179166666664,92.54,1.64543,12.0,83.0,865.68,0.96,0.0,57.896
19.66,624.8179166666664,92.67,1.63222,13.0,83.0,846.85,0.95,0.0,59.26
19.79,624.8179166666664,92.62,1.67495,14.0,83.0,768.84,0.95,0.0,59.153
16.32,624.8179166666664,92.3,1.23657,15.0,83.0,622.08,0.95,0.007,58.551
18.73,624.8179166666664,92.49,1.5113,16.0,83.0,447.43,0.92,0.007,57.295
17.54,624.8179166666664,92.41,1.31476,17.0,83.0,238.56,0.88,0.007,55.039
12.3,624.8179166666664,92.6,0.61335,18.0,83.0,16.34,0.53,0.13,51.13
14.95,624.8179166666664,92.37,0.79551,19.0,83.0,0.0,0.43,0.13,49.913
13.61,624.8179166666664,92.47,0.67578,20.0,83.0,0.0,0.69,0.13,48.07
9.01,624.8179166666664,92.7,0.25506,21.0,83.0,0.0,1.11,0.033,45.976
11.19,624.8179166666664,92.62,0.45662,22.0,83.0,0.0,1.19,0.033,43.14
10.1,624.8179166666664,92.66,0.37762,23.0,83.0,0.0,1.28,0.033,40.628
6.84,633.9999999999998,92.59,0.14581,0.0,84.0,0.0,1.38,0.023,40.106
8.3,633.9999999999998,92.68,0.28528,1.0,84.0,0.0,1.3,0.023,40.638
7.57,633.9999999999998,92.64,0.26814,2.0,84.0,0.0,1.21,0.023,40.576
5.22,633.9999999999998,92.64,0.14662,3.0,84.0,0.0,1.13,0.02,39.685
6.3,633.9999999999998,92.6,0.24343,4.0,84.0,0.0,1.07,0.02,38.927
5.76,633.9999999999998,92.62,0.23567,5.0,84.0,0.0,1.02,0.02,38.723
7.54,633.9999999999998,92.66,0.38373,6.0,84.0,0.0,0.96,0.007,37.215
5.99,633.9999999999998,92.64,0.2958,7.0,84.0,159.11,1.38,0.007,37.732
6.76,633.9999999999998,92.65,0.35838,8.0,84.0,383.5,1.57,0.007,39.325
11.6,633.9999999999998,92.71,0.75241,9.0,84.0,575.03,1.73,0.013,40.94
8.89,633.9999999999998,92.67,0.51279,10.0,84.0,725.86,1.75,0.013,42.576
10.24,633.9999999999998,92.69,0.61214,11.0,84.0,825.25,1.77,0.013,44.07
13.73,633.9999999999998,92.73,0.9294,12.0,84.0,868.34,1.79,0.003,45.267
12.31,633.9999999999998,92.71,0.77192,13.0,84.0,849.5,1.68,0.003,45.814
13.02,633.9999999999998,92.72,0.82512,14.0,84.0,771.28,1.59,0.003,45.741
12.0,633.9999999999998,92.83,0.70945,15.0,84.0,637.9,1.5,0.013,45.158
13.14,633.9999999999998,92.75,0.80918,16.0,84.0,460.02,1.37,0.013,43.904
12.57,633.9999999999998,92.79,0.73829,17.0,84.0,246.76,1.22,0.013,41.889
8.79,633.9999999999998,92.95,0.36372,18.0,84.0,19.64,0.83,0.003,39.732
10.92,633.9999999999998,92.86,0.51958,19.0,84.0,0.0,0.72,0.003,38.947
9.85,633.9999999999998,92.9,0.41073,20.0,84.0,0.0,0.6,0.003,37.841
7.14,633.9999999999998,93.11,0.19583,21.0,84.0,0.0,0.45,0.0,35.879
8.22,633.9999999999998,92.99,0.2707,22.0,84.0,0.0,0.51,0.0,33.847
7.67,633.9999999999998,93.04,0.22177,23.0,84.0,0.0,0.58,0.0,32.382
5.55,644.2558333333332,93.09,0.0677,0.0,85.0,0.0,0.64,0.0,31.501
6.61,644.2558333333332,93.11,0.14081,1.0,85.0,0.0,0.55,0.0,30.518
6.08,644.2558333333332,93.1,0.11089,2.0,85.0,0.0,0.46,0.0,29.301
4.73,644.2558333333332,93.18,0.0336,3.0,85.0,0.0,0.37,0.0,27.817
5.27,644.2558333333332,93.11,0.08073,4.0,85.0,0.0,0.45,0.0,26.725
4.99,644.2558333333332,93.14,0.07691,5.0,85.0,0.0,0.52,0.0,25.801
8.58,644.2558333333332,93.26,0.33442,6.0,85.0,0.0,0.58,0.0,23.879
6.01,644.2558333333332,93.2,0.1691,7.0,85.0,164.53,0.89,0.0,28.474
7.29,644.2558333333332,93.22,0.27725,8.0,85.0,388.33,0.85,0.0,32.123
14.6,644.2558333333332,93.24,0.94866,9.0,85.0,579.89,0.78,0.0,34.433
10.59,644.2558333333332,93.26,0.56749,10.0,85.0,730.33,0.75,0.0,37.363
12.6,644.2558333333332,93.25,0.7624,11.0,85.0,829.42,0.72,0.0,40.393
17.21,644.2558333333332,93.21,1.28989,12.0,85.0,868.91,0.68,0.0,43.598
15.47,644.2558333333332,93.23,1.08109,13.0,85.0,849.77,0.68,0.0,46.634
16.34,644.2558333333332,93.22,1.18541,14.0,85.0,771.63,0.67,0.0,48.96
15.11,644.2558333333332,93.25,1.04257,15.0,85.0,641.88,0.66,0.0,50.045
16.51,644.2558333333332,93.22,1.20793,16.0,85.0,463.63,0.62,0.0,49.544
15.81,644.2558333333332,93.23,1.1268,17.0,85.0,250.23,0.57,0.0,47.295
9.46,644.2558333333332,93.48,0.35774,18.0,85.0,22.29,0.17,0.0,41.8
13.21,644.2558333333332,93.3,0.62067,19.0,85.0,0.0,0.12,0.0,38.82
11.32,644.2558333333332,93.38,0.5251,20.0,85.0,0.0,0.15,0.0,36.962
6.67,644.2558333333332,93.5,0.22901,21.0,85.0,0.0,0.23,0.0,35.691
8.53,644.2558333333332,93.48,0.34966,22.0,85.0,0.0,0.21,0.0,34.665
7.6,644.2558333333332,93.49,0.2708,23.0,85.0,0.0,0.19,0.0,33.791
4.59,654.8466666666665,93.51,0.06659,0.0,86.0,0.0,0.18,0.0,32.76
5.98,654.8466666666665,93.5,0.15903,1.0,86.0,0.0,0.16,0.0,31.345
5.28,654.8466666666665,93.51,0.12232,2.0,86.0,0.0,0.15,0.0,29.618
3.3,654.8466666666665,93.59,0.01434,3.0,86.0,0.0,0.15,0.0,27.63
4.15,654.8466666666665,93.53,0.07509,4.0,86.0,0.0,0.16,0.0,25.777
3.72,654.8466666666665,93.55,0.06092,5.0,86.0,0.0,0.18,0.0,24.146
9.78,654.8466666666665,93.65,0.48476,6.0,86.0,0.0,0.2,0.0,21.657
5.45,654.8466666666665,93.6,0.15896,7.0,86.0,170.09,0.64,0.0,29.116
7.61,654.8466666666665,93.62,0.30664,8.0,86.0,393.33,0.63,0.0,34.808
15.97,654.8466666666665,93.62,1.09274,9.0,86.0,585.71,0.58,0.0,38.646
11.85,654.8466666666665,93.64,0.6779,10.0,86.0,736.01,0.73,0.0,46.156
13.91,654.8466666666665,93.63,0.9022,11.0,86.0,834.92,0.87,0.0,52.777
18.57,654.8466666666665,93.42,1.4866,12.0,86.0,876.33,1.02,0.0,57.401
16.86,654.8466666666665,93.58,1.27019,13.0,86.0,856.61,0.97,0.0,59.742
17.72,654.8466666666665,93.51,1.39022,14.0,86.0,778.03,0.92,0.0,60.417
16.38,654.8466666666665,93.35,1.23004,15.0,86.0,645.54,0.87,0.0,60.107
17.85,654.8466666666665,93.4,1.41979,16.0,86.0,467.07,0.79,0.0,58.676
17.12,654.8466666666665,93.38,1.33152,17.0,86.0,253.8,0.7,0.0,55.891
9.75,654.8466666666665,93.47,0.43962,18.0,86.0,25.29,0.21,0.0,50.002
14.16,654.8466666666665,93.38,0.85436,19.0,86.0,0.0,0.18,0.0,47.221
11.95,654.8466666666665,93.42,0.67312,20.0,86.0,0.0,0.18,0.0,45.644
6.24,654.8466666666665,93.48,0.2847,21.0,86.0,0.0,0.19,0.0,44.643
8.58,654.8466666666665,93.47,0.45082,22.0,86.0,0.0,0.15,0.0,43.847
7.41,654.8466666666665,93.48,0.37219,23.0,86.0,0.0,0.12,0.0,42.95
4.17,666.6666666666665,93.37,0.18409,0.0,87.0,0.0,0.12,0.0,41.537
5.56,666.6666666666665,93.46,0.27593,1.0,87.0,0.0,0.11,0.0,39.599
4.87,666.6666666666665,93.42,0.24212,2.0,87.0,0.0,0.1,0.0,37.457
2.94,666.6666666666665,93.32,0.14188,3.0,87.0,0.0,0.1,0.0,35.033
3.76,666.6666666666665,93.36,0.18815,4.0,87.0,0.0,0.08,0.0,32.655
3.35,666.6666666666665,93.34,0.16762,5.0,87.0,0.0,0.07,0.0,30.525
10.7,666.6666666666665,93.35,0.68422,6.0,87.0,0.0,0.06,0.0,27.498
5.52,666.6666666666665,93.33,0.27215,7.0,87.0,175.69,0.35,0.0,34.541
8.11,666.6666666666665,93.34,0.43098,8.0,87.0,397.51,0.33,0.0,39.447
18.46,666.6666666666665,93.24,1.47519,9.0,87.0,147.86,0.36,0.0,42.565
13.3,666.6666666666665,93.33,0.85849,10.0,87.0,185.3,0.42,0.0,49.914
15.88,666.6666666666665,93.29,1.13541,11.0,87.0,209.94,0.5,0.0,54.231
20.56,666.6666666666665,93.01,1.76244,12.0,87.0,220.23,0.61,0.0,58.321
19.18,666.6666666666665,93.19,1.50848,13.0,87.0,215.21,0.69,0.0,62.002
19.88,666.6666666666665,93.11,1.56205,14.0,87.0,195.53,0.77,0.0,63.466
17.36,666.6666666666665,92.92,1.16688,15.0,87.0,186.8,0.84,0.0,61.925
19.5,666.6666666666665,92.99,1.42128,16.0,87.0,135.49,0.81,0.0,57.804
18.44,666.6666666666665,92.96,1.23651,17.0,87.0,74.19,0.76,0.0,52.217
11.78,666.6666666666665,93.12,0.35239,18.0,87.0,28.58,0.27,0.017,44.838
15.48,666.6666666666665,92.96,0.77378,19.0,87.0,0.0,0.26,0.017,41.075
13.62,666.6666666666665,93.03,0.62914,20.0,87.0,0.0,0.28,0.017,38.898
9.75,666.6666666666665,93.21,0.33445,21.0,87.0,0.0,0.32,0.0,37.245
11.09,666.6666666666665,93.14,0.43049,22.0,87.0,0.0,0.5,0.0,36.366
10.42,666.6666666666665,93.17,0.3371,23.0,87.0,0.0,0.63,0.0,35.893
7.65,678.7520833333332,93.17,0.08309,0.0,88.0,0.0,0.75,0.0,35.632
9.05,678.7520833333332,93.2,0.2182,1.0,88.0,0.0,0.77,0.0,35.706
8.35,678.7520833333332,93.19,0.19413,2.0,88.0,0.0,0.79,0.0,36.232
6.04,678.7520833333332,93.2,0.06131,3.0,88.0,0.0,0.81,0.0,37.019
7.11,678.7520833333332,93.18,0.16287,4.0,88.0,0.0,0.83,0.0,37.775
6.57,678.7520833333332,93.19,0.15508,5.0,88.0,0.0,0.86,0.0,38.461
9.12,678.7520833333332,93.21,0.36974,6.0,88.0,0.0,0.88,0.01,38.04
7.07,678.7520833333332,93.2,0.22812,7.0,88.0,181.47,1.14,0.01,38.249
8.09,678.7520833333332,93.21,0.31329,8.0,88.0,402.37,1.2,0.01,39.073
15.28,678.7520833333332,93.16,0.99147,9.0,88.0,588.98,1.23,0.003,39.946
11.18,678.7520833333332,93.2,0.57106,10.0,88.0,736.47,1.14,0.003,41.873
13.23,678.7520833333332,93.18,0.763,11.0,88.0,833.31,1.07,0.003,44.866
19.14,678.7520833333332,92.97,1.47409,12.0,88.0,884.8,1.01,0.003,47.928
16.59,678.7520833333332,93.12,1.12229,13.0,88.0,864.54,0.95,0.003,50.37
17.87,678.7520833333332,93.05,1.27377,14.0,88.0,785.58,0.9,0.003,51.596
16.88,678.7520833333332,92.94,1.13421,15.0,88.0,652.87,0.84,0.0,52.017
18.39,678.7520833333332,92.96,1.34593,16.0,88.0,474.55,0.83,0.0,51.32
17.64,678.7520833333332,92.95,1.26116,17.0,88.0,261.57,0.8,0.0,49.179
12.42,678.7520833333332,93.04,0.57935,18.0,88.0,31.7,0.39,0.0,44.428
15.38,678.7520833333332,92.96,0.84258,19.0,88.0,0.0,0.34,0.0,41.831
13.9,678.7520833333332,93.0,0.65131,20.0,88.0,0.0,0.3,0.0,39.741
