Ts_C,td,P,VPD,hr,dd,par,u,precip,o3
22.4,3358.8145833333333,92.5,0.95242,16.0,237.0,226.77,0.7,1.33,67.969
21.83,3358.8145833333333,92.52,0.82301,17.0,237.0,138.41,0.65,1.33,66.578
20.9,3358.8145833333333,92.76,0.63057,18.0,237.0,90.46,0.57,0.05,64.219
21.13,3358.8145833333333,92.6,0.66025,19.0,237.0,0.0,0.49,0.05,60.846
21.0,3358.8145833333333,92.67,0.62995,20.0,237.0,0.0,0.42,0.05,56.52
19.62,3358.8145833333333,92.79,0.38996,21.0,237.0,0.0,0.13,0.063,50.765
20.47,3358.8145833333333,92.77,0.5048,22.0,237.0,0.0,0.1,0.063,45.984
20.04,3358.8145833333333,92.78,0.4325,23.0,237.0,0.0,0.08,0.063,41.771
18.65,3380.2291666666665,92.63,0.23686,0.0,238.0,0.0,0.07,0.03,37.989
19.31,3380.2291666666665,92.75,0.32132,1.0,238.0,0.0,0.08,0.03,34.784
18.99,3380.2291666666665,92.7,0.27428,2.0,238.0,0.0,0.11,0.03,31.995
17.03,3380.2291666666665,92.6,0.01405,3.0,238.0,0.0,0.17,0.0,29.487
18.11,3380.2291666666665,92.62,0.17466,4.0,238.0,0.0,0.14,0.0,27.031
17.57,3380.2291666666665,92.61,0.12781,5.0,238.0,0.0,0.12,0.0,24.745
22.04,3380.2291666666665,92.77,0.81708,6.0,238.0,42.97,0.1,0.0,22.25
18.68,3380.2291666666665,92.64,0.36836,7.0,238.0,263.23,0.48,0.0,31.852
20.35,3380.2291666666665,92.69,0.70229,8.0,238.0,471.41,0.53,0.0,35.351
25.49,3380.2291666666665,92.75,1.69868,9.0,238.0,651.31,0.57,0.017,38.436
23.19,3380.2291666666665,92.77,1.36159,10.0,238.0,790.25,0.64,0.017,43.141
24.34,3380.2291666666665,92.76,1.6724,11.0,238.0,880.22,0.71,0.017,47.127
26.14,3380.2291666666665,92.59,2.13249,12.0,238.0,916.6,0.78,0.0,49.781
25.72,3380.2291666666665,92.71,2.11414,13.0,238.0,894.24,0.9,0.0,51.847
25.94,3380.2291666666665,92.66,2.22858,14.0,238.0,816.4,1.01,0.0,53.402
23.81,3380.2291666666665,92.6,1.88238,15.0,238.0,687.82,1.11,0.0,54.207
25.36,3380.2291666666665,92.59,2.23435,16.0,238.0,516.57,1.09,0.0,54.134
24.59,3380.2291666666665,92.6,2.13207,17.0,238.0,313.1,1.04,0.0,53.026
20.19,3380.2291666666665,92.75,1.377,18.0,238.0,90.24,0.85,0.0,51.626
22.59,3380.2291666666665,92.63,1.68833,19.0,238.0,0.0,0.73,0.0,50.667
21.38,3380.2291666666665,92.68,1.41961,20.0,238.0,0.0,0.61,0.0,49.402
17.14,3380.2291666666665,92.73,0.76663,21.0,238.0,0.0,0.47,0.0,47.308
19.18,3380.2291666666665,92.75,1.06704,22.0,238.0,0.0,0.38,0.0,45.059
18.16,3380.2291666666665,92.74,0.95997,23.0,238.0,0.0,0.3,0.0,43.154
15.8,3399.9820833333333,92.59,0.71359,0.0,239.0,0.0,0.23,0.0,41.39
16.71,3399.9820833333333,92.7,0.83042,1.0,239.0,0.0,0.29,0.0,40.526
16.26,3399.9820833333333,92.65,0.78335,2.0,239.0,0.0,0.33,0.0,40.329
14.6,3399.9820833333333,92.56,0.60062,3.0,239.0,0.0,0.38,0.0,40.584
15.4,3399.9820833333333,92.58,0.7066,4.0,239.0,0.0,0.41,0.0,41.041
15.0,3399.9820833333333,92.57,0.67934,5.0,239.0,0.0,0.45,0.0,41.253
20.14,3399.9820833333333,92.62,1.36583,6.0,239.0,10.1,0.5,0.0,39.843
16.44,3399.9820833333333,92.57,0.99239,7.0,239.0,65.33,0.93,0.0,44.466
18.29,3399.9820833333333,92.59,1.33348,8.0,239.0,117.62,0.99,0.0,47.692
24.64,3399.9820833333333,92.45,2.47213,9.0,239.0,648.61,1.02,0.0,49.905
21.66,3399.9820833333333,92.58,1.96853,10.0,239.0,787.19,1.13,0.0,53.217
23.16,3399.9820833333333,92.53,2.25282,11.0,239.0,877.04,1.24,0.0,56.628
25.46,3399.9820833333333,92.28,2.71882,12.0,239.0,779.84,1.35,0.0,58.773
24.93,3399.9820833333333,92.41,2.59655,13.0,239.0,760.48,1.46,0.0,59.454
25.2,3399.9820833333333,92.36,2.63478,14.0,239.0,693.76,1.57,0.0,59.468
21.76,3399.9820833333333,92.21,1.99637,15.0,239.0,683.07,1.68,0.0,59.212
24.23,3399.9820833333333,92.26,2.4318,16.0,239.0,511.6,1.68,0.0,58.674
23.0,3399.9820833333333,92.24,2.20212,17.0,239.0,308.11,1.64,0.0,57.558
18.75,3399.9820833333333,92.37,1.51204,18.0,239.0,79.01,1.45,0.013,55.81
20.74,3399.9820833333333,92.25,1.69703,19.0,239.0,0.0,1.36,0.013,52.466
19.74,3399.9820833333333,92.3,1.43851,20.0,239.0,0.0,1.28,0.013,48.091
16.7,3399.9820833333333,92.34,0.9253,21.0,239.0,0.0,1.19,0.103,43.456
18.07,3399.9820833333333,92.36,0.95106,22.0,239.0,0.0,1.19,0.103,38.729
17.39,3399.9820833333333,92.35,0.71182,23.0,239.0,0.0,1.21,0.103,34.695
14.89,3416.9029166666664,92.43,0.26083,0.0,240.0,0.0,1.25,0.05,32.644
16.09,3416.9029166666664,92.36,0.48129,1.0,240.0,0.0,1.19,0.05,32.73
15.48,3416.9029166666664,92.39,0.49214,2.0,240.0,0.0,1.16,0.05,33.748
12.87,3416.9029166666664,92.67,0.29232,3.0,240.0,0.0,1.18,0.013,34.231
14.19,3416.9029166666664,92.48,0.51671,4.0,240.0,0.0,1.14,0.013,33.825
13.52,3416.9029166666664,92.56,0.53128,5.0,240.0,0.0,1.1,0.013,32.882
16.48,3416.9029166666664,92.89,0.94556,6.0,240.0,37.46,1.06,0.0,30.503
14.05,3416.9029166666664,92.72,0.69074,7.0,240.0,258.24,1.28,0.0,29.785
15.25,3416.9029166666664,92.79,0.83389,8.0,240.0,467.64,1.35,0.0,30.723
19.8,3416.9029166666664,92.98,1.43401,9.0,240.0,647.03,1.38,0.0,33.073
17.58,3416.9029166666664,92.91,1.15144,10.0,240.0,786.39,1.43,0.0,36.139
18.68,3416.9029166666664,92.94,1.3246,11.0,240.0,876.22,1.48,0.0,38.874
21.84,3416.9029166666664,93.11,1.82632,12.0,240.0,907.87,1.52,0.007,41.05
20.47,3416.9029166666664,93.01,1.58118,13.0,240.0,885.35,1.49,0.007,42.585
21.15,3416.9029166666664,93.05,1.65847,14.0,240.0,806.73,1.47,0.007,43.501
19.42,3416.9029166666664,93.25,1.36543,15.0,240.0,602.5,1.44,0.007,43.865
21.02,3416.9029166666664,93.14,1.60997,16.0,240.0,449.82,1.34,0.007,43.541
20.21,3416.9029166666664,93.19,1.48481,17.0,240.0,268.33,1.24,0.007,42.545
15.7,3416.9029166666664,93.4,0.86157,18.0,240.0,79.31,1.05,0.0,41.681
18.17,3416.9029166666664,93.28,1.20913,19.0,240.0,0.0,0.85,0.0,41.348
16.93,3416.9029166666664,93.33,1.08694,20.0,240.0,0.0,0.62,0.0,40.599
13.31,3416.9029166666664,93.45,0.7069,21.0,240.0,0.0,0.2,0.0,38.225
14.9,3416.9029166666664,93.41,0.8569,22.0,240.0,0.0,0.16,0.0,35.831
14.1,3416.9029166666664,93.43,0.75902,23.0,240.0,0.0,0.13,0.0,33.662
11.63,3435.6045833333333,93.38,0.51715,0.0,241.0,0.0,0.12,0.0,31.416
12.76,3435.6045833333333,93.43,0.62639,1.0,241.0,0.0,0.1,0.0,29.256
12.2,3435.6045833333333,93.41,0.58369,2.0,241.0,0.0,0.11,0.0,27.67
10.81,3435.6045833333333,93.5,0.47483,3.0,241.0,0.0,0.15,0.0,26.561
11.35,3435.6045833333333,93.41,0.5135,4.0,241.0,0.0,0.14,0.0,25.665
11.07,3435.6045833333333,93.45,0.47953,5.0,241.0,0.0,0.14,0.0,24.909
19.31,3435.6045833333333,93.62,1.40755,6.0,241.0,34.23,0.14,0.0,23.798
13.63,3435.6045833333333,93.53,0.71978,7.0,241.0,254.11,0.4,0.0,33.817
16.46,3435.6045833333333,93.57,1.02772,8.0,241.0,463.75,0.25,0.0,36.944
24.31,3435.6045833333333,93.59,2.22479,9.0,241.0,643.57,0.39,0.0,38.628
20.98,3435.6045833333333,93.61,1.67872,10.0,241.0,782.78,0.43,0.0,42.309
22.65,3435.6045833333333,93.6,1.98307,11.0,241.0,872.58,0.5,0.0,47.541
27.23,3435.6045833333333,93.44,2.91261,12.0,241.0,907.37,0.58,0.0,53.507
25.3,3435.6045833333333,93.56,2.51399,13.0,241.0,884.05,0.48,0.0,58.307
26.27,3435.6045833333333,93.51,2.71717,14.0,241.0,804.95,0.37,0.0,61.287
24.19,3435.6045833333333,93.41,2.30046,15.0,241.0,674.99,0.26,0.0,63.052
26.22,3435.6045833333333,93.43,2.70324,16.0,241.0,502.14,0.2,0.0,63.777
25.21,3435.6045833333333,93.42,2.49831,17.0,241.0,297.15,0.15,0.0,63.279
17.9,3435.6045833333333,93.47,1.30685,18.0,241.0,74.03,0.11,0.0,62.55
22.09,3435.6045833333333,93.42,1.9437,19.0,241.0,0.0,0.14,0.0,61.389
19.99,3435.6045833333333,93.44,1.62371,20.0,241.0,0.0,0.16,0.0,59.451
14.69,3435.6045833333333,93.47,0.97067,21.0,241.0,0.0,0.03,0.0,55.44
16.83,3435.6045833333333,93.47,1.22846,22.0,241.0,0.0,0.02,0.0,52.474
15.76,3435.6045833333333,93.47,1.1065,23.0,241.0,0.0,0.03,0.0,49.591
12.8,3455.8716666666664,93.36,0.79641,0.0,242.0,0.0,0.06,0.0,46.576
14.07,3455.8716666666664,93.45,0.9273,1.0,242.0,0.0,0.06,0.0,43.717
13.44,3455.8716666666664,93.41,0.86369,2.0,242.0,0.0,0.06,0.0,41.068
12.02,3455.8716666666664,93.35,0.7266,3.0,242.0,0.0,0.07,0.0,38.639
12.54,3455.8716666666664,93.36,0.72868,4.0,242.0,0.0,0.05,0.0,37.19
12.28,3455.8716666666664,93.35,0.68675,5.0,242.0,0.0,0.09,0.0,36.588
20.58,3455.8716666666664,93.53,1.68804,6.0,242.0,31.62,0.14,0.0,36.043
14.85,3455.8716666666664,93.39,0.86391,7.0,242.0,251.47,0.63,0.0,41.684
17.71,3455.8716666666664,93.45,1.12554,8.0,242.0,461.39,0.65,0.0,44.448
26.2,3455.8716666666664,93.43,2.46913,9.0,242.0,641.47,0.65,0.0,46.77
22.46,3455.8716666666664,93.51,1.79274,10.0,242.0,780.6,0.79,0.0,51.813
24.34,3455.8716666666664,93.47,2.16435,11.0,242.0,870.36,0.95,0.0,56.501
28.16,3455.8716666666664,93.24,3.00549,12.0,242.0,905.05,1.1,0.0,59.335
26.87,3455.8716666666664,93.39,2.72884,13.0,242.0,881.32,1.03,0.0,60.695
27.53,3455.8716666666664,93.32,2.88751,14.0,242.0,801.83,0.97,0.0,60.869
26.2,3455.8716666666664,93.14,2.61328,15.0,242.0,671.54,0.91,0.0,59.275
27.52,3455.8716666666664,93.22,2.8816,16.0,242.0,498.05,0.87,0.0,56.409
26.86,3455.8716666666664,93.18,2.71988,17.0,242.0,292.53,0.8,0.0,52.913
19.85,3455.8716666666664,93.2,1.26435,18.0,242.0,69.1,0.36,0.0,48.467
24.08,3455.8716666666664,93.15,1.97425,19.0,242.0,0.0,0.32,0.0,45.805
21.96,3455.8716666666664,93.17,1.61467,20.0,242.0,0.0,0.27,0.0,43.195
17.12,3455.8716666666664,93.17,0.97793,21.0,242.0,0.0,0.17,0.0,40.448
18.94,3455.8716666666664,93.19,1.18255,22.0,242.0,0.0,0.19,0.0,38.58
18.03,3455.8716666666664,93.18,1.02564,23.0,242.0,0.0,0.23,0.0,37.517
15.16,3477.108333333333,93.13,0.64348,0.0,243.0,0.0,0.27,0.0,36.613
16.47,3477.108333333333,93.16,0.76124,1.0,243.0,0.0,0.15,0.0,35.09
15.82,3477.108333333333,93.15,0.66156,2.0,243.0,0.0,0.08,0.0,33.291
14.0,3477.108333333333,93.13,0.52234,3.0,243.0,0.0,0.11,0.0,31.354
14.77,3477.108333333333,93.13,0.58713,4.0,243.0,0.0,0.08,0.0,29.399
14.39,3477.108333333333,93.13,0.52829,5.0,243.0,0.0,0.07,0.0,27.638
21.26,3477.108333333333,93.13,1.42479,6.0,243.0,29.25,0.07,0.0,25.569
16.42,3477.108333333333,93.13,0.74653,7.0,243.0,248.84,0.38,0.0,31.202
18.84,3477.108333333333,93.13,1.06968,8.0,243.0,459.08,0.41,0.0,34.673
26.61,3477.108333333333,93.07,2.43647,9.0,243.0,636.8,0.42,0.0,37.809
23.05,3477.108333333333,93.12,1.75579,10.0,243.0,775.4,0.59,0.0,44.638
24.83,3477.108333333333,93.1,2.10093,11.0,243.0,864.61,0.75,0.0,50.498
27.81,3477.108333333333,92.89,2.74641,12.0,243.0,895.02,0.91,0.0,53.576
27.03,3477.108333333333,93.03,2.57912,13.0,243.0,871.19,0.82,0.0,54.054
27.43,3477.108333333333,92.97,2.67764,14.0,243.0,791.95,0.73,0.0,53.703
25.36,3477.108333333333,92.82,2.24984,15.0,243.0,668.1,0.65,0.0,53.192
27.0,3477.108333333333,92.87,2.60244,16.0,243.0,494.12,0.7,0.0,52.22
26.18,3477.108333333333,92.85,2.4367,17.0,243.0,287.98,0.72,0.0,50.325
21.23,3477.108333333333,92.83,1.403,18.0,243.0,64.16,0.45,0.003,47.139
23.98,3477.108333333333,92.82,1.80105,19.0,243.0,0.0,0.36,0.003,45.553
22.61,3477.108333333333,92.83,1.51889,20.0,243.0,0.0,0.31,0.003,44.178
19.1,3477.108333333333,92.8,0.99782,21.0,243.0,0.0,0.26,0.0,42.495
20.52,3477.108333333333,92.82,1.18549,22.0,243.0,0.0,0.27,0.0,40.876
19.81,3477.108333333333,92.81,1.05857,23.0,243.0,0.0,0.27,0.0,39.217
17.4,3496.96375,92.73,0.70924,0.0,244.0,0.0,0.29,0.0,37.089
18.54,3496.96375,92.78,0.8475,1.0,244.0,0.0,0.28,0.0,34.458
17.97,3496.96375,92.76,0.75996,2.0,244.0,0.0,0.28,0.0,31.898
16.52,3496.96375,92.72,0.56522,3.0,244.0,0.0,0.28,0.0,29.685
17.11,3496.96375,92.73,0.61307,4.0,244.0,0.0,0.31,0.0,28.383
16.81,3496.96375,92.72,0.55012,5.0,244.0,0.0,0.33,0.0,28.367
20.77,3496.96375,92.76,1.07369,6.0,244.0,26.69,0.34,0.0,28.227
17.93,3496.96375,92.73,0.71403,7.0,244.0,244.72,0.77,0.0,32.26
19.35,3496.96375,92.74,0.93782,8.0,244.0,453.71,0.8,0.0,35.485
24.94,3496.96375,92.71,1.91031,9.0,244.0,637.85,0.82,0.0,38.595
22.17,3496.96375,92.75,1.39866,10.0,244.0,777.11,0.91,0.0,44.372
23.56,3496.96375,92.73,1.63556,11.0,244.0,866.6,0.99,0.0,49.299
23.85,3496.96375,92.79,1.68261,12.0,244.0,896.56,1.07,0.14,51.446
24.57,3496.96375,92.73,1.88643,13.0,244.0,872.64,1.12,0.14,51.68
24.21,3496.96375,92.75,1.88377,14.0,244.0,792.44,1.21,0.14,50.559
20.72,3496.96375,92.9,1.3515,15.0,244.0,662.05,1.31,0.053,48.435
22.8,3496.96375,92.81,1.62086,16.0,244.0,488.27,1.23,0.053,45.74
21.75,3496.96375,92.85,1.36918,17.0,244.0,282.05,1.23,0.053,42.548
18.0,3496.96375,93.09,0.73241,18.0,244.0,58.72,1.25,0.013,40.596
19.79,3496.96375,92.94,0.95996,19.0,244.0,0.0,1.14,0.013,40.976
18.89,3496.96375,93.01,0.80156,20.0,244.0,0.0,0.96,0.013,41.779
15.45,3496.96375,93.2,0.34086,21.0,244.0,0.0,0.76,0.0,41.666
17.14,3496.96375,93.11,0.54808,22.0,244.0,0.0,0.74,0.0,41.394
16.29,3496.96375,93.15,0.44495,23.0,244.0,0.0,0.72,0.0,41.204
14.31,3515.7491666666665,93.21,0.22145,0.0,245.0,0.0,0.72,0.0,41.128
15.07,3515.7491666666665,93.2,0.31458,1.0,245.0,0.0,0.71,0.0,41.055
14.69,3515.7491666666665,93.21,0.28196,2.0,245.0,0.0,0.72,0.0,40.83
13.15,3515.7491666666665,93.24,0.12943,3.0,245.0,0.0,0.73,0.0,40.434
13.92,3515.7491666666665,93.22,0.24082,4.0,245.0,0.0,0.71,0.0,39.911
13.53,3515.7491666666665,93.23,0.23247,5.0,245.0,0.0,0.69,0.0,39.459
16.02,3515.7491666666665,93.54,0.53519,6.0,245.0,23.93,0.68,0.0,38.008
14.08,3515.7491666666665,93.31,0.40146,7.0,245.0,242.85,1.01,0.0,38.108
15.03,3515.7491666666665,93.41,0.58534,8.0,245.0,453.57,1.04,0.0,39.313
23.1,3515.7491666666665,93.48,1.81569,9.0,245.0,633.93,1.03,0.0,40.91
18.39,3515.7491666666665,93.53,1.0943,10.0,245.0,773.15,0.99,0.0,44.111
20.75,3515.7491666666665,93.51,1.45329,11.0,245.0,862.51,0.94,0.0,48.028
25.99,3515.7491666666665,93.32,2.41682,12.0,245.0,895.2,0.9,0.0,52.01
24.08,3515.7491666666665,93.44,2.05914,13.0,245.0,870.52,0.87,0.0,54.73
25.04,3515.7491666666665,93.39,2.26386,14.0,245.0,789.82,0.84,0.0,56.204
24.37,3515.7491666666665,93.3,2.1531,15.0,245.0,658.95,0.81,0.0,56.738
25.45,3515.7491666666665,93.32,2.38114,16.0,245.0,484.03,0.76,0.0,55.929
24.91,3515.7491666666665,93.31,2.29014,17.0,245.0,276.84,0.71,0.0,53.291
18.14,3515.7491666666665,93.31,1.03502,18.0,245.0,53.3,0.31,0.0,48.18
22.29,3515.7491666666665,93.3,1.69423,19.0,245.0,0.0,0.29,0.0,44.826
20.22,3515.7491666666665,93.31,1.39756,20.0,245.0,0.0,0.24,0.0,41.813
15.1,3515.7491666666665,93.4,0.81205,21.0,245.0,0.0,0.14,0.0,38.606
17.12,3515.7491666666665,93.33,1.05311,22.0,245.0,0.0,0.15,0.0,36.241
16.1,3515.7491666666665,93.36,0.93211,23.0,245.0,0.0,0.17,0.0,34.892
13.33,3536.365,93.37,0.63318,0.0,246.0,0.0,0.2,0.0,34.273
14.51,3536.365,93.39,0.73185,1.0,246.0,0.0,0.2,0.0,33.952
13.92,3536.365,93.38,0.6463,2.0,246.0,0.0,0.22,0.0,33.546
12.37,3536.365,93.35,0.47113,3.0,246.0,0.0,0.25,0.0,32.782
13.01,3536.365,93.37,0.51796,4.0,246.0,0.0,0.22,0.0,31.328
12.69,3536.365,93.36,0.4728,5.0,246.0,0.0,0.19,0.0,29.441
20.35,3536.365,93.46,1.40283,6.0,246.0,19.1,0.17,0.0,26.601
15.02,3536.365,93.37,0.65084,7.0,246.0,212.86,0.59,0.0,31.926
17.68,3536.365,93.41,0.90389,8.0,246.0,400.26,0.57,0.0,36.333
26.61,3536.365,93.41,2.35134,9.0,246.0,631.49,0.52,0.0,40.58
22.44,3536.365,93.45,1.56706,10.0,246.0,770.72,0.5,0.0,50.0
24.53,3536.365,93.43,1.96018,11.0,246.0,859.94,0.53,0.0,57.661
30.15,3536.365,93.24,3.23285,12.0,246.0,893.56,0.62,0.0,62.867
27.81,3536.365,93.37,2.67836,13.0,246.0,868.49,0.47,0.0,65.851
28.99,3536.365,93.32,2.96203,14.0,246.0,787.25,0.32,0.0,67.747
26.77,3536.365,93.19,2.45269,15.0,246.0,654.91,0.2,0.0,69.221
29.03,3536.365,93.23,2.97388,16.0,246.0,479.41,0.15,0.0,70.055
27.9,3536.365,93.21,2.71899,17.0,246.0,271.7,0.1,0.0,69.814
19.66,3536.365,93.3,0.0,18.0,246.0,48.13,0.0,0.0,66.482
24.39,3536.365,93.21,0.0,19.0,246.0,0.0,0.0,0.0,63.481
22.02,3536.365,93.25,0.0,20.0,246.0,0.0,0.01,0.0,60.833
15.97,3536.365,93.31,0.86088,21.0,246.0,0.0,0.05,0.0,58.431
18.43,3536.365,93.3,1.18668,22.0,246.0,0.0,0.03,0.0,55.726
17.2,3536.365,93.31,1.03741,23.0,246.0,0.0,0.03,0.0,53.35
14.07,3558.233333333333,93.25,0.6868,0.0,247.0,0.0,0.06,0.0,51.043
15.34,3558.233333333333,93.3,0.82392,1.0,247.0,0.0,0.03,0.0,48.61
14.71,3558.233333333333,93.28,0.7506,2.0,247.0,0.0,0.01,0.0,46.235
13.02,3558.233333333333,93.25,0.57134,3.0,247.0,0.0,0.1,0.0,43.746
13.72,3558.233333333333,93.25,0.63798,4.0,247.0,0.0,0.03,0.0,40.501
13.37,3558.233333333333,93.25,0.59739,5.0,247.0,0.0,0.05,0.0,38.43
22.47,3558.233333333333,93.31,1.80989,6.0,247.0,18.97,0.12,0.0,38.034
16.16,3558.233333333333,93.26,0.85445,7.0,247.0,233.76,0.06,0.0,45.348
19.31,3558.233333333333,93.28,1.28935,8.0,247.0,442.31,0.28,0.0,52.669
29.13,3558.233333333333,93.3,3.14502,9.0,247.0,629.05,0.48,0.0,57.684
24.69,3558.233333333333,93.31,2.12477,10.0,247.0,768.32,0.5,0.0,66.143
26.91,3558.233333333333,93.3,2.52855,11.0,247.0,857.36,0.55,0.0,71.692
30.53,3558.233333333333,93.23,3.3456,12.0,247.0,466.37,0.61,0.0,74.82
29.6,3558.233333333333,93.28,3.12235,13.0,247.0,453.12,0.56,0.0,75.541
30.07,3558.233333333333,93.26,3.25617,14.0,247.0,410.31,0.52,0.0,75.278
28.3,3558.233333333333,93.21,2.83486,15.0,247.0,162.64,0.5,0.0,74.386
29.79,3558.233333333333,93.23,3.20664,16.0,247.0,118.65,0.46,0.0,72.837
29.05,3558.233333333333,93.22,3.03198,17.0,247.0,66.58,0.41,0.0,70.304
20.76,3558.233333333333,93.24,0.93082,18.0,247.0,42.52,0.07,0.0,64.715
25.78,3558.233333333333,93.22,1.72144,19.0,247.0,0.0,0.04,0.0,61.346
23.27,3558.233333333333,93.23,1.53512,20.0,247.0,0.0,0.04,0.0,58.826
17.02,3558.233333333333,93.26,1.01527,21.0,247.0,0.0,0.07,0.0,56.447
19.51,3558.233333333333,93.24,1.32243,22.0,247.0,0.0,0.05,0.0,54.693
18.26,3558.233333333333,93.25,1.13134,23.0,247.0,0.0,0.08,0.0,53.739
15.15,3579.9674999999997,93.24,0.7333,0.0,248.0,0.0,0.12,0.0,53.145
16.4,3579.9674999999997,93.26,0.84631,1.0,248.0,0.0,0.12,0.0,52.171
15.78,3579.9674999999997,93.25,0.73907,2.0,248.0,0.0,0.13,0.0,50.755
13.88,3579.9674999999997,93.27,0.49603,3.0,248.0,0.0,0.13,0.0,48.541
14.72,3579.9674999999997,93.25,0.55698,4.0,248.0,0.0,0.12,0.0,45.739
14.3,3579.9674999999997,93.26,0.48128,5.0,248.0,0.0,0.11,0.0,42.781
21.27,3579.9674999999997,93.43,1.37135,6.0,248.0,16.88,0.11,0.0,38.78
16.33,3579.9674999999997,93.31,0.57932,7.0,248.0,233.88,0.63,0.0,42.61
18.79,3579.9674999999997,93.36,0.79383,8.0,248.0,445.47,0.74,0.0,46.695
27.27,3579.9674999999997,93.39,2.19752,9.0,248.0,626.25,0.85,0.0,50.502
23.27,3579.9674999999997,93.42,1.457,10.0,248.0,765.45,0.89,0.0,58.411
25.27,3579.9674999999997,93.41,1.8946,11.0,248.0,854.37,0.93,0.0,64.378
29.45,3579.9674999999997,93.15,2.89164,12.0,248.0,887.58,0.99,0.0,67.544
28.02,3579.9674999999997,93.34,2.56886,13.0,248.0,861.68,0.91,0.0,68.788
28.75,3579.9674999999997,93.26,2.76354,14.0,248.0,779.61,0.84,0.0,69.148
27.22,3579.9674999999997,93.12,2.43453,15.0,248.0,646.31,0.77,0.0,69.091
28.71,3579.9674999999997,93.14,2.78823,16.0,248.0,469.82,0.7,0.0,68.34
27.97,3579.9674999999997,93.13,2.6253,17.0,248.0,261.02,0.62,0.0,66.3
21.47,3579.9674999999997,93.17,1.14578,18.0,248.0,38.04,0.19,0.0,61.556
25.3,3579.9674999999997,93.13,1.87719,19.0,248.0,0.0,0.18,0.0,58.956
23.38,3579.9674999999997,93.15,1.57536,20.0,248.0,0.0,0.17,0.0,56.684
18.73,3579.9674999999997,93.21,0.94335,21.0,248.0,0.0,0.16,0.0,54.171
20.55,3579.9674999999997,93.18,1.16432,22.0,248.0,0.0,0.2,0.0,52.237
19.64,3579.9674999999997,93.19,0.9912,23.0,248.0,0.0,0.26,0.0,49.781
17.22,3601.808333333333,93.17,0.63039,0.0,249.0,0.0,0.33,0.0,46.018
18.23,3601.808333333333,93.2,0.71631,1.0,249.0,0.0,0.38,0.0,41.722
17.73,3601.808333333333,93.19,0.60028,2.0,249.0,0.0,0.42,0.0,38.191
15.96,3601.808333333333,93.2,0.32909,3.0,249.0,0.0,0.47,0.0,35.663
16.8,3601.808333333333,93.18,0.43274,4.0,249.0,0.0,0.42,0.0,33.693
16.38,3601.808333333333,93.19,0.38415,5.0,249.0,0.0,0.39,0.0,32.021
20.57,3601.808333333333,93.39,0.96,6.0,249.0,14.57,0.36,0.0,29.519
17.48,3601.808333333333,93.24,0.59661,7.0,249.0,228.83,0.83,0.0,33.701
19.01,3601.808333333333,93.31,0.86609,8.0,249.0,438.74,0.96,0.0,38.273
26.34,3601.808333333333,93.36,2.2044,9.0,249.0,623.6,1.07,0.0,42.234
22.5,3601.808333333333,93.38,1.51321,10.0,249.0,762.78,1.15,0.0,48.803
24.42,3601.808333333333,93.37,1.90438,11.0,249.0,851.53,1.22,0.0,54.395
28.42,3601.808333333333,93.19,2.80094,12.0,249.0,884.34,1.29,0.0,57.448
27.05,3601.808333333333,93.32,2.51645,13.0,249.0,858.16,1.2,0.0,58.752
27.74,3601.808333333333,93.27,2.70034,14.0,249.0,775.61,1.12,0.0,59.273
26.02,3601.808333333333,93.16,2.35372,15.0,249.0,641.76,1.03,0.0,59.271
27.62,3601.808333333333,93.18,2.67678,16.0,249.0,464.78,0.99,0.0,58.522
26.82,3601.808333333333,93.17,2.47351,17.0,249.0,255.46,0.92,0.0,56.649
21.44,3601.808333333333,93.33,1.3218,18.0,249.0,32.98,0.52,0.003,53.25
24.48,3601.808333333333,93.2,1.73313,19.0,249.0,0.0,0.45,0.003,51.322
22.95,3601.808333333333,93.25,1.34672,20.0,249.0,0.0,0.38,0.003,49.307
18.79,3601.808333333333,93.42,0.6235,21.0,249.0,0.0,0.32,0.0,47.038
20.55,3601.808333333333,93.35,0.87449,22.0,249.0,0.0,0.35,0.0,45.226
19.66,3601.808333333333,93.38,0.73134,23.0,249.0,0.0,0.38,0.0,43.673
16.3,3623.155833333333,93.49,0.27017,0.0,250.0,0.0,0.42,0.0,42.093
17.95,3623.155833333333,93.44,0.52839,1.0,250.0,0.0,0.4,0.0,40.331
17.12,3623.155833333333,93.46,0.46916,2.0,250.0,0.0,0.4,0.0,38.588
14.72,3623.155833333333,93.54,0.23347,3.0,250.0,0.0,0.4,0.0,36.933
15.77,3623.155833333333,93.5,0.37884,4.0,250.0,0.0,0.39,0.0,35.3
15.24,3623.155833333333,93.52,0.34417,5.0,250.0,0.0,0.39,0.0,33.712
20.16,3623.155833333333,93.66,1.01373,6.0,250.0,12.52,0.38,0.0,31.182
16.52,3623.155833333333,93.57,0.537,7.0,250.0,227.37,0.83,0.0,36.613
18.33,3623.155833333333,93.61,0.77943,8.0,250.0,439.41,0.9,0.0,41.139
26.09,3623.155833333333,93.67,2.1056,9.0,250.0,620.3,0.95,0.0,44.641
22.14,3623.155833333333,93.66,1.40672,10.0,250.0,759.48,1.01,0.0,49.707
24.11,3623.155833333333,93.67,1.80133,11.0,250.0,848.03,1.06,0.0,53.615
28.09,3623.155833333333,93.47,2.67948,12.0,250.0,880.58,1.12,0.0,55.599
