,g_sv_per_layer,g_sv_sunlit,A_n,A_n_sunlit,A_c,A_j,A_p,A_n_limit_factor,R_d,c_i,c_i_sunlit,f_VPD,v_cmax,j_max,f_VPD_alt,loop_iterations
1157,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1158,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1159,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1160,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1161,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1162,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1163,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1164,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1165,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1166,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1167,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1168,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1169,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1170,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1171,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1172,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1173,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1174,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1175,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1176,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1177,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1178,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1179,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1180,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1181,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1182,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1183,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1184,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1185,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1186,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1187,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1188,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1189,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1190,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1191,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1192,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1193,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1194,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1195,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1196,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1197,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1198,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1199,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1200,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1201,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1202,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1203,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1204,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1205,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1206,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1207,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1208,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1209,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1210,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1211,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1212,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1213,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1214,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1215,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1216,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1217,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1218,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1219,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1220,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1221,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1222,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1223,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1224,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1225,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1226,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1227,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1228,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1229,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1230,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1231,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1232,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1233,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1234,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1235,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1236,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1237,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1238,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1239,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1240,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1241,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1242,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1243,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1244,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1245,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1246,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1247,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1248,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1249,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1250,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1251,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1252,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1253,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1254,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1255,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1256,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1257,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1258,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1259,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1260,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1261,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1262,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1263,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1264,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1265,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1266,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1267,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1268,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1269,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1270,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1271,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1272,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1273,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1274,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1275,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1276,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1277,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1278,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1279,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1280,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1281,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1282,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1283,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
1284,"[20000, 20000, 20000]",20000.0,0.0,0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,0.0,"[1.0, 1.0, 1.0]",,,"[1.0, 1.0, 1.0]",0
