,dd,hr,ts_c,par,td,lai,sai,dvi,photoperiod,o3_ppb_i,u_i,ustar,canopy_height,|,micro_u,PARsun,PARshade,o3_ppb,o3_nmol_m3,layer_height,LAI_flag,A_n,A_n_limit_factor,fst,fst_canopy,fst_acc,fst_acc_day,fst_acc_day_prev,rsto_l,rb_l,gsto_l,gsto_l_bulk,gsto,gsto_bulk,gsto_canopy,A_n_canopy,c_root,c_stem,c_leaf,c_harv,c_resv,npp,npp_acc,fO3_h,fO3_d,fO3_l,f_LS,f_LA,c_i,td_dd,td_dd_flag,pody,pod0,precip_acc,swp,asw,smd,sn,ei,et,pet,es,ei_acc,et_acc,pet_acc,es_acc,f_phen,leaf_f_phen,f_light,leaf_f_light,f_temp,f_VPD,f_SW,f_O3,rsto_c,ra,rb,rsur,rinc,V_cmax_25,J_max_25,LAIsunfrac,component_LAI,V_cmax,J_max,R_d,R_dc,total_emerged_leaves
48,102,0,5.69,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,36.476,1.1852288018073778,0.07837159741257069,1.0,|,0.21,0.0,0.0,26.444168926817316,1064.8589440797264,1.0,3.0,0.0,['NA'],0.5136539966558354,0.5136539966558354,0.0,0.0,0.0,1965.484180249281,60.251784270912076,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,7.270448311799021e-05,5.7741116290785946e-06,False,0,7.270448311799021e-05,5.7741116290785946e-06,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,158.77755910002745,77.48169433449002,306.8699515829607,765.5834520865252,180.0,400.0,0.0,3,26.91407900519759,114.09770598636821,1.2111335552338915,1.2111335552338915,0
49,102,1,6.72,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,36.085,1.2416682685601101,0.08210357824174072,1.0,|,0.22,0.0,0.0,26.34357858421363,1057.5835250693447,1.0,3.0,0.0,['NA'],0.5107541845345761,0.5107541845345761,0.0,0.0,0.0,1965.484180249281,58.866500608039566,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,8.608561788327979e-05,6.7435966401445045e-06,False,0,0.00015879010100127,1.2517708269223099e-05,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,151.56039732275346,73.95979913746774,303.2665725613631,730.7842042644104,180.0,400.0,0.0,3,30.229848535921438,123.50208856727878,1.3603431841164646,1.3603431841164646,0
50,102,2,6.21,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,35.53,1.3545472020655744,0.08956753990008076,1.0,|,0.23999999999999994,0.0,0.0,26.271394083398096,1056.3848508545743,1.0,3.0,0.0,['NA'],0.5112806074790143,0.5112806074790143,0.0,0.0,0.0,1965.484180249281,56.36038342089205,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,8.111195801406038e-05,5.777465342151943e-06,False,0,0.0002399020590153304,1.8295173611375042e-05,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,138.93036421252404,67.79648254267877,296.50339160636344,669.8855205757097,180.0,400.0,0.0,3,28.54357146555395,118.76342078840872,1.2844607159499277,1.2844607159499277,0
51,102,3,5.08,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,34.079,1.4674261355710394,0.09703150155842087,1.0,|,0.26000000000000006,0.0,0.0,25.48789931818484,1028.0510189030424,1.0,3.0,0.0,['NA'],0.49852020357210186,0.49852020357210186,0.0,0.0,0.0,1965.484180249281,54.14930486960569,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,6.366775940320048e-05,4.076834923029874e-06,False,0,0.00030356981841853087,2.2372008534404915e-05,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,128.24341311925292,62.58136850093423,290.27336656312303,618.3558651468087,180.0,400.0,0.0,3,25.11247502790986,108.8319034124957,1.1300613762559435,1.1300613762559435,0
52,102,4,5.49,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,31.914,1.9753813363456296,0.13061932902095114,1.0,|,0.35,0.0,0.0,24.83802024109554,1000.7929301918354,1.0,3.0,0.0,['NA'],0.4884663285906721,0.4884663285906721,0.0,0.0,0.0,1965.484180249281,46.670831412104896,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,8.833170256262328e-05,4.3221937176305405e-06,False,0,0.00039190152098115416,2.6694202252035455e-05,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,95.26653546001647,46.489016600694015,267.4003301315308,459.35007125191515,180.0,400.0,0.0,3,26.3106056236282,112.34685110770702,1.183977253063269,1.183977253063269,0
53,102,5,5.29,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,29.618,2.3140181368620234,0.15301121399597134,1.0,|,0.41,0.0,0.0,23.50696737042202,947.6383687583492,1.0,3.0,0.0,['NA'],0.4639585739566166,0.4639585739566166,0.0,0.0,0.0,1965.484180249281,43.120881610178174,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,8.85180657222579e-05,3.7028045164475525e-06,False,0,0.00048041958670341203,3.039700676848301e-05,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,81.32509124635551,39.68574587864123,255.6309181640555,392.1281096052934,180.0,400.0,0.0,3,25.719685787109174,110.61985388019507,1.1573858604199128,1.1573858604199128,0
54,102,6,11.86,34.03,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,27.46,2.596215470625685,0.1716711181418215,1.0,|,0.46,36.201200345394646,23.199174988383113,19.774948587296198,778.4787267534725,1.0,3.0,17.453212423127525,['A_j'],2.5516065542923543,2.5516065542923543,0.0,0.0,0.0,260.14736746835626,40.70995703019079,157.60297864627498,472.8089359388249,157.60297864627498,472.8089359388249,472.8089359388249,17.453212423127525,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,1040.6089188581002,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.00028872724562421586,7.701904554988232e-05,False,0,0.0007691468323276279,0.00010741605231836533,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,260.14736746835626,72.48540741522991,35.37207784835414,135.53663888901852,349.5054889960224,180.0,400.0,0.027110701910972163,3,53.10118743401387,181.1564380104514,2.389553434530624,2.389553434530624,0
55,102,7,7.34,260.93,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,38.259,4.853794140734976,0.3209503513086228,1.0,|,0.86,355.56751571164875,84.4572012057164,27.54767689531591,1102.1791184774174,1.0,3.0,47.14699536885473,['A_p'],8.090370092241084,8.090370092241084,0.0,0.0,0.0,105.20697735142554,29.773530398270438,389.7079930644396,1169.123979193319,389.7079930644396,1169.123979193319,1169.123979193319,47.14699536885473,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,1013.3147207181091,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0005222150162017882,0.0001530211723954532,False,0,0.001291361848529416,0.00026043722471381854,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,105.20697735142552,38.77126443140205,18.919948616561516,72.44430981854559,186.9447964397329,180.0,400.0,0.15770131876249688,3,32.40343324319913,129.48591749361168,1.4581544959439607,1.4581544959439607,0
56,102,8,9.6,475.79,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,50.006,4.797354673982244,0.3172183704794528,1.0,|,0.85,447.7682694353408,113.5145761795651,34.594317413754624,1372.9040535249171,1.0,3.0,60.52485298413953,['A_p'],12.200793044627458,12.200793044627458,0.0,0.0,0.0,81.60013835280586,29.948156707373514,502.45012848792794,1507.3503854637838,502.45012848792794,1507.3503854637838,1507.3503854637838,60.52485298413953,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,1004.0995372985496,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0009180610855835949,0.00033764899822319856,False,0,0.002209422934113011,0.0005980862229370171,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,81.60013835280586,39.22739695412443,19.142536247344594,60.46348151665566,189.1441469860827,180.0,400.0,0.2741128999096363,3,41.597837102501394,153.48411113687777,1.8719026696125627,1.8719026696125627,0
57,102,9,17.83,660.29,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,57.48,4.571596806971315,0.3022904471627727,1.0,|,0.81,491.7962782373854,124.1170296703917,36.19890155261288,1394.7544074775892,1.0,3.0,95.6638839579694,['A_c'],17.224311082938176,17.224311082938176,0.0,0.0,0.0,49.68747245580705,30.678706908622697,825.1576901293612,2475.4730703880837,825.1576901293612,2475.4730703880837,2475.4730703880837,95.6638839579694,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,981.8670402692076,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0017123539583590787,0.0009797394447578931,False,0,0.003921776892472089,0.0015778256676949104,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,0.986635,1.0,1.0,49.68747245580705,41.164552359266374,20.087846679312225,41.06845287594104,198.4845986890991,180.0,400.0,0.36108828026005674,3,97.70927839246204,272.8012432358714,4.396917527660791,4.396917527660791,0
58,102,10,13.86,803.01,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,64.552,4.740915207229511,0.31348638965028275,1.0,|,0.84,511.43830508725,121.59201770516317,41.74357648784469,1631.5147142699618,1.0,3.0,87.26270702636046,['A_c'],18.95344852575878,18.95344852575878,0.0,0.0,0.0,55.28796654601123,30.125892135456038,741.5718566151165,2224.71556984535,741.5718566151165,2224.71556984535,2224.71556984535,87.26270702636046,0,0,1e-05,0,0,0,0,0.9824906001267782,0.9824906001267782,1.0,1,1,987.5011833327748,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.001700834130371336,0.0008524361020850992,False,0,0.0056226110228434255,0.0024302617697800097,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,55.28796654601122,39.69438977500686,19.370423583622504,44.72999649609514,191.3958630216313,180.0,400.0,0.4191856241680277,3,65.55461789978354,208.89356486690076,2.9499578054902593,2.9499578054902593,0
59,102,11,15.85,895.21,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,69.042,4.910233607487708,0.32468233213779285,1.0,|,0.87,516.8631999402689,113.67056736050603,44.68685273545543,1734.1519861590436,1.0,3.0,89.47942573248201,['A_c'],20.749704202842175,20.749704202842175,0.0,0.0,0.0,53.341255956736006,29.601923606414324,768.6358197724901,2305.90745931747,768.6358197724901,2305.90745931747,2305.90745931747,89.47942573248201,0,0,1e-05,0,0,0,0,0.9747094816340856,0.9576429035599336,1.0,1,1,988.2814547078611,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.002054202413473141,0.001066248586427918,False,0,0.007676813436316566,0.0034965103562079277,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,53.34125595673601,38.32561771379972,18.70247794280793,43.36460722858152,184.7960056760578,180.0,400.0,0.453401484909357,3,80.36344989348206,239.53495237230175,3.6163552452066927,3.6163552452066927,0
60,102,12,20.22,931.14,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,71.419,5.1359914744986375,0.339610255454473,1.0,|,0.91,515.0549350734138,107.87081561688336,48.59783031222457,1852.8510981524917,1.0,3.0,91.72573149188759,['A_c'],19.014175446056246,19.014175446056246,0.0,0.0,0.0,67.71774640003555,28.94402093629062,605.4542890101031,1816.3628670303094,605.4542890101031,1816.3628670303094,1816.3628670303094,91.72573149188759,0,0,1e-05,0,0,0,0,0.9666263310872103,0.9256828463598418,1.0,1,1,951.3697270750547,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0025169275216240265,0.0012299423338544542,False,0,0.010193740957940593,0.004726452690062382,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,0.7394914,1.0,1.0,67.71774640003555,36.64097517692941,17.880391000266926,52.2567459205622,176.67310432765967,180.0,400.0,0.4675089702555179,3,122.19475359719874,315.7170551114991,5.498763911873942,5.498763911873942,0
61,102,13,18.65,907.36,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,71.831,4.910233607487708,0.32468233213779285,1.0,|,0.87,508.7029853500088,108.3453935143465,47.65710826122766,1830.1002732501254,1.0,3.0,89.43182139602479,['A_c'],19.931274883081223,19.931274883081223,0.0,0.0,0.0,61.490513899695195,29.601923606414324,666.7695128858443,2000.3085386575328,666.7695128858443,2000.3085386575328,2000.3085386575328,89.43182139602479,0,0,1e-05,0,0,0,0,0.974436210492747,0.9020188849250239,1.0,1,1,969.7567600119013,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0023234256525349233,0.0011829467471731097,False,0,0.012517166610475517,0.005909399437235492,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,0.8485795,1.0,1.0,61.490513899695195,38.32561771379972,18.70247794280793,48.60093395274962,184.7960056760578,180.0,400.0,0.463145412834612,3,105.67951011008026,287.2603539841533,4.755577954953612,4.755577954953612,0
62,102,14,19.45,826.57,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,71.497,4.740915207229511,0.31348638965028275,1.0,|,0.84,496.61090242769524,113.19263136481558,47.63645957315931,1822.9351826923544,1.0,3.0,89.24702274809319,['A_c'],18.860554630352123,18.860554630352123,0.0,0.0,0.0,65.73529204986853,30.125892135456038,623.713666152062,1871.140998456186,623.713666152062,1871.140998456186,1871.140998456186,89.24702274809319,0,0,1e-05,0,0,0,0,0.9703092630261345,0.8752372794672556,1.0,1,1,959.4432880308023,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.002218951292043293,0.0011288929401669682,False,0,0.01473611790251881,0.00703829237740246,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,0.7888775500000001,1.0,1.0,65.73529204986853,39.69438977500686,19.370423583622504,51.33003268947186,191.3958630216313,180.0,400.0,0.4398014004457729,3,113.89378429768323,301.66081977327633,5.125220293395746,5.125220293395746,0
63,102,15,18.32,693.81,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,70.723,4.515157340218583,0.29855846633360267,1.0,|,0.8000000000000002,472.3350085371836,115.97227355750596,46.21535093920209,1772.548714497418,1.0,3.0,87.16790532436147,['A_c'],18.893976407408775,18.893976407408775,0.0,0.0,0.0,62.17792339138762,30.86985334926275,659.3980268835898,1978.1940806507691,659.3980268835898,1978.1940806507691,1978.1940806507691,87.16790532436147,0,0,1e-05,0,0,0,0,0.9751275041634155,0.8534679438776828,1.0,1,1,970.8227541441206,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0018917623378364742,0.0009925646907250122,False,0,0.016627880240355285,0.008030857068127471,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,0.8628751000000001,1.0,1.0,62.17792339138762,41.6791092637572,20.338944762803624,49.28258467150733,200.96565617271284,180.0,400.0,0.39480651251731946,3,102.41670867431304,281.40045582396965,4.608751890344087,4.608751890344087,0
64,102,16,19.59,517.2,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,68.938,4.458717873465851,0.29482648550443263,1.0,|,0.7900000000000001,425.51523178272487,108.45821520023571,46.13897657825464,1762.7004993850335,1.0,3.0,81.78156501333399,['A_c'],16.837440937041748,16.837440937041748,0.0,0.0,0.0,72.72109628545213,31.064617763052315,563.7978811411573,1691.393643423472,563.7978811411573,1691.393643423472,1691.393643423472,81.78156501333399,0,0,1e-05,0,0,0,0,0.9749771061666606,0.832111706127873,1.0,1,1,960.9567138784757,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.001666242486112421,0.0008337048316345499,False,0,0.018294122726467705,0.008864561899762022,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,0.7775420500000001,1.0,1.0,72.72109628545213,42.20669292532374,20.59639975980114,55.72983595615551,203.5095252381902,180.0,400.0,0.3235455161330903,3,115.37481058347464,304.204754127763,5.19186647625636,5.19186647625636,0
65,102,17,18.96,307.95,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,65.738,4.289399473207653,0.2836305430169225,1.0,|,0.76,337.9302582072555,83.46859568182124,44.80041157410352,1714.8842089964921,1.0,3.0,66.1210180836068,['A_c'],14.527278268288287,14.527278268288287,0.0,0.0,0.0,85.29344161037753,31.671801268386975,480.6934651234848,1442.0803953704544,480.6934651234848,1442.0803953704544,1442.0803953704544,66.1210180836068,0,0,1e-05,0,0,0,0,0.9842315157833121,0.8189905658232745,1.0,1,1,979.4048404387895,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0012562576216694366,0.0005834324166039651,False,0,0.019550380348137143,0.009447994316365987,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,0.8252947,1.0,1.0,85.29344161037753,43.872746593428644,21.409415539793297,63.018335790982505,211.54279597127672,180.0,400.0,0.22186458982607635,3,108.8117843818961,292.81031685359255,4.896530297185324,4.896530297185324,0
66,102,18,11.26,79.25,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,59.585,2.088260269851095,0.13808329067929123,1.0,|,0.37000000000000005,137.09960851620204,32.79164963869659,38.87902697346528,1528.6795578524707,1.0,3.0,29.089263816412775,['A_c'],7.2550517596984925,7.2550517596984925,0.0,0.0,0.0,162.36556436767628,45.391935128538954,252.51659832965342,757.5497949889602,252.51659832965342,757.5497949889602,757.5497949889602,29.089263816412775,0,0,1e-05,0,0,0,0,0.9946272477927027,0.8145903324529918,1.0,1,1,1021.6232331953802,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0002290881594341099,9.523054062808842e-05,False,0,0.019779468507571254,0.009543224856994076,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,162.36556436767628,90.11699300271827,43.97609678444027,105.82883310097067,434.52033767073044,180.0,400.0,0.095943848545308,3,49.79779110434241,173.4360764588631,2.2409005996954083,2.2409005996954083,0
67,102,19,15.96,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,56.42,1.8060629360874327,0.11942338653344103,1.0,|,0.32,0.0,0.0,43.40510988854951,1678.5344251899264,1.0,3.0,0.0,['NA'],0.8177332529263222,0.8177332529263222,0.0,0.0,0.0,1965.484180249281,48.80952380952381,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.8145903324529918,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.00027041142836949414,2.0055846121427666e-05,False,0,0.020049879935940748,0.009563280703115504,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,104.19777315939301,50.84736190700907,274.21844580980957,502.41414043178224,180.0,400.0,0.0,3,81.2572789092068,241.3140614901837,3.6565775509143057,3.6565775509143057,0
68,102,20,13.61,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,53.752,1.5238656023237716,0.10076348238759089,1.0,|,0.27,0.0,0.0,40.41428253530195,1575.8523502923833,1.0,3.0,0.0,['NA'],0.7648293629509605,0.7648293629509605,0.0,0.0,0.0,1965.484180249281,53.13707907624884,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.8145903324529918,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.00020524711263832714,1.648617407254462e-05,False,0,0.020255127048579076,0.009579766877188048,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,123.49365707779911,60.26354003793668,287.33896680686564,595.4537960672974,180.0,400.0,0.0,3,63.87025920432289,205.25710184774735,2.87416166419453,2.87416166419453,0
69,102,21,7.98,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,50.534,1.0159104015491809,0.06717565492506058,1.0,|,0.18,0.0,0.0,35.77414044796814,1424.2343452787397,1.0,3.0,0.0,['NA'],0.6841594975149242,0.6841594975149242,0.0,0.0,0.0,1965.484180249281,65.07936507936508,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.8145903324529918,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,9.764260378073007e-05,9.544782785689776e-06,False,0,0.020352769652359805,0.009589311659973737,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,185.2404856166987,90.39531005690502,318.6917826765269,893.1806941009461,180.0,400.0,0.0,3,34.79717500177792,135.92703267892236,1.5658728750800066,1.5658728750800066,0
70,102,22,10.16,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,47.779,1.0723498683019133,0.07090763575423062,1.0,|,0.19,0.0,0.0,34.11162269033327,1346.7277684043252,1.0,3.0,0.0,['NA'],0.6478925951096066,0.6478925951096066,0.0,0.0,0.0,1965.484180249281,63.34360253677395,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.8145903324529918,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.0001215024181692572,1.206806473312148e-05,False,0,0.020474272070529063,0.009601379724706859,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,175.49098637371458,85.63766215917319,314.57099197449475,846.1711838851069,180.0,400.0,0.0,3,44.21646386519917,159.98735088458707,1.9897408739339624,1.9897408739339624,0
71,102,23,9.07,0.0,12.252083333333339,3,4.28571414947509,-1.001,14.029221064987752,45.233,1.1852288018073778,0.07837159741257069,1.0,|,0.21,0.0,0.0,32.79276911910341,1299.9391701440584,1.0,3.0,0.0,['NA'],0.6270492010855226,0.6270492010855226,0.0,0.0,0.0,1965.484180249281,60.251784270912076,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,0.8145903324529918,1.0,1,1,0.0,12.252083333333339,0.0,0,0,0.002028,-0.021194286211092546,0.113984610415871,0.009897024875910945,0.2768039668321187,0.00011326835572036985,9.943148561575406e-06,False,0,0.020587540426249433,0.009611322873268434,False,0.0,0.4834722222222226,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,158.77755910002745,77.48169433449002,306.8699515829607,765.5834520865252,180.0,400.0,0.0,3,39.25003828389344,147.53755744987507,1.7662517227752048,1.7662517227752048,0
72,103,0,6.41,0.0,25.270000000000003,3,4.28571414947509,-1.001,14.072464729873849,42.091,1.3545472020655744,0.08956753990008076,1.0,|,0.23999999999999994,0.0,0.0,31.12269097441633,1245.20669924361,1.0,3.0,0.0,['NA'],0.6026686553779961,0.6026686553779961,0.0,0.0,0.0,1965.484180249281,56.36038342089205,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,25.270000000000003,0.0,0,0,0.0,-0.02895204437752335,0.10437328754260257,0.01950834774917938,0.2639888696677608,8.105529517322843e-05,5.81891424070771e-06,False,0,8.105529517322843e-05,5.81891424070771e-06,False,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,138.93036421252404,67.79648254267877,296.50339160636344,669.8855205757097,180.0,400.0,0.0,3,29.19422493935554,120.60228381443427,1.3137401222709992,1.3137401222709992,0
73,103,1,7.46,0.0,25.270000000000003,3,4.28571414947509,-1.001,14.072464729873849,38.186,1.580305069076504,0.10449546321676093,1.0,|,0.28,0.0,0.0,28.855370079255007,1150.7905146982557,1.0,3.0,0.0,['NA'],0.5589924597694155,0.5589924597694155,0.0,0.0,0.0,1965.484180249281,52.17957580194952,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,25.270000000000003,0.0,0,0,0.0,-0.02895204437752335,0.10437328754260257,0.01950834774917938,0.2639888696677608,0.00010733013527058838,6.881182019756941e-06,False,0,0.00018838543044381683,1.270009626046465e-05,False,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,119.08316932502058,58.11127075086751,284.51584345406303,574.1875890648938,180.0,400.0,0.0,3,32.840393141267,130.67293845306074,1.477817691357015,1.477817691357015,0
74,103,2,6.94,0.0,25.270000000000003,3,4.28571414947509,-1.001,14.072464729873849,34.068,1.8060629360874327,0.11942338653344103,1.0,|,0.32,0.0,0.0,26.209238341229888,1046.9747523877652,1.0,3.0,0.0,['NA'],0.5100557111927597,0.5100557111927597,0.0,0.0,0.0,1965.484180249281,48.80952380952381,20.86,62.58,20.86,62.58,62.58,0.0,0,0,1e-05,0,0,0,0,1.0,1.0,1.0,1,1,0.0,25.270000000000003,0.0,0,0,0.0,-0.02895204437752335,0.10437328754260257,0.01950834774917938,0.2639888696677608,0.00010379799507721667,5.7799919342526796e-06,False,0,0.0002921834255210335,1.848008819471733e-05,False,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1965.484180249281,104.19777315939301,50.84736190700907,274.21844580980957,502.41414043178224,180.0,400.0,0.0,3,30.985251097289506,125.5970216308474,1.3943362993780277,1.3943362993780277,0
